gnd_id,PC1
2103005,-1.8521165043835643
2103010,1.5445296170710223
2103015,-0.20778267919587368
2103020,-3.157110163931435
2103025,-1.2232210820386769
2103030,-0.8260371850893813
2103035,-1.1394155596540838
2103040,0.5690453962792212
2103045,4.196554185588952
2103050,-0.36896901043747626
2103055,-2.6723860403701716
2103060,0.7970422708711462
2103065,0.653963411405332
2103070,2.4569582254822704
2103075,1.5333373500504457
2103080,0.7976911567680824
2103085,-1.0456366778836894
2103090,-1.3310642656790923
2103095,-1.4620230778585834
2103100,4.865048927185749
2103105,2.466171295977594
2103110,4.572845326970683
2103115,3.810788253357306
2103120,5.386906293295964
2103125,0.6035078780215558
2103130,4.940553169738438
2103135,3.1216643979052616
2103140,1.5285638693376604
2103145,-0.42846610699127113
2103150,0.678840146070722
2103155,-1.9822613862735978
2103160,0.07158623291636305
2103165,-1.9892792309133922
2103170,-1.6778506835864437
2103175,-1.8719997811556877
2103180,-0.6468526105973929
2103185,0.9493757772273367
2103190,1.5393047323355948
2103195,0.47039271722717196
2103200,-0.14415613965160168
2103205,-2.1503610707769276
2103210,-0.6804554782471783
2103215,0.7189069492464539
2103220,0.4805794425057499
2103225,-2.5241787896637438
2103230,0.3944202711573371
2103235,-1.6613231573916718
2103240,0.8567378999969653
2103245,1.6810524374818
2103250,-0.9390422688757932
2103255,2.5560242604661143
2103260,0.7412919021116072
2103265,3.291721516576264
2103270,1.4894909368637572
2103275,3.102395743706327
2103280,2.398434033225081
2103285,2.761009683083787
2103290,3.9754108613237036
2103295,-1.336648690947687
2103300,-1.7285604978278148
2103305,-0.13724487432938304
2103310,-1.60662664620655
2103315,-0.536173759324435
2103320,-0.46896888260073316
2103325,1.1601855330257156
2103330,-1.5154533332183846
2103335,-0.16968374950233736
2106005,-0.14463581587133
2106010,1.4371062292110912
2106015,0.5634054326131963
2106020,1.3215421141190213
2106025,1.3524391597128986
2106030,0.08651706431025688
2106035,1.946134658240901
2106040,2.137786016868589
2106045,2.0867780215407947
2106050,-2.7019988604224174
2106055,1.1583538851851687
2106060,0.16901179732882624
2106065,2.165631124331602
2106070,3.878142195299762
2106075,3.4204470489003067
2106080,-1.0570710223502557
2106085,2.47261776675643
2106090,3.4951946811294197
2106095,-0.07451411199716157
2106100,-0.8191215160669006
2106105,1.8764612613096712
2106110,-1.197966471546
2106115,-1.1931237101643553
2106120,0.628718317022569
2106125,2.15455823038475
2106130,0.43581055138837943
2106135,-0.2056682321083969
2106140,-0.7909430081782127
2106145,-0.605946593127222
2106150,-0.471335413898573
2106155,-0.6636863416360731
2106160,1.27001625094739
2106165,2.5805794483550266
2106170,2.1816800376056116
2106175,2.0123982680677224
2106180,2.492528124175025
2106185,2.7935810178100953
2106190,1.6082184498962016
2106195,2.0936545170451053
2106200,1.5634373768659202
2106205,3.2895338566445838
2106210,0.827019354374895
2106215,1.0613534144094814
2106220,3.3827237341391085
2106225,3.246916088091033
2106230,1.6154847051875856
2106235,1.1348188083260353
2106240,2.426041452312133
2106245,2.1566610987830477
2106250,2.6587381308409235
2106255,2.636788275952388
2106260,1.9199862674829626
2106265,2.8100419637160927
2106270,1.9113854033141162
2106275,1.5584498993764975
2106280,0.9156515812662936
2106285,2.3058794853639344
2106290,3.6571398579420085
2106295,2.362986978178124
2106300,1.2225804109232936
2106305,2.446574588305917
2106310,5.144825356834978
2106315,1.4069203033810476
2106320,4.796979437997481
2106325,4.503770331262366
2106330,-1.0264258348610573
2106335,1.5548213545152914
2109005,-0.09223098528219709
2109010,-2.1561430363958514
2109015,-0.3340535392291474
2109020,1.724672634956253
2109025,2.6671739143143087
2109030,-2.1816810617544644
2109035,1.459733674353502
2109040,4.721358008319616
2109045,0.5258285777184618
2109050,-0.615838225534171
2109055,2.2568893209178316
2109060,3.9119063713269338
2109065,-0.18735155558676783
2109070,2.480264849575086
2109075,-0.04724607863725519
2109080,4.9264836618115755
2109085,4.924956040808517
2109090,2.096931484666697
2109095,4.962323742355756
2109100,3.2252956244337736
2109105,4.306404555164036
2109110,6.721029228804547
2109115,6.112664555794084
2109120,7.566190922494735
2109125,3.0585618269940342
2109130,5.37666362303212
2109135,-0.7545425416226454
2109140,-0.0036421420160160723
2109145,-1.0606551464427063
2109150,-1.4241502303140958
2109155,1.369543480237348
2109160,3.5256251582263043
2109165,7.118268654764887
2109170,7.129242559642628
2109175,1.2208651434359672
2112005,1.7866378000892251
2112010,0.2519289348403963
2112015,1.528951281989246
2112020,2.250766044637634
2112025,1.451851134426563
2112030,1.648924920422924
2112035,1.424318304686349
2112040,1.9300654706130063
2112045,2.4490889598224186
2112050,4.187933656740394
2112055,1.1089728302395414
2112060,0.36733625528096253
2112065,0.46380050184792027
2112070,4.674698022590883
2112075,4.977384251923426
2112080,-1.2691574985999647
2112085,1.5122452012309866
2112090,3.9177350552259345
2112095,3.2191449009044573
2112100,0.8176791302903875
2112105,1.7387812730403196
2112110,3.505677995215163
2112115,3.7554575566839805
2112120,4.446899069139945
2112125,1.8024379660092373
2112130,2.077224187083749
2112135,4.730231416857189
2112140,3.384983912685766
2112145,2.6354537736040418
2112150,-0.7319148399377248
2112155,-0.07405866190311823
2112160,-0.6962584790508882
2112165,4.4910235565967325
2112170,3.6854306136072412
2112175,0.4001382003562936
2112180,4.986196421537282
2112185,2.766020053450973
2112190,2.1194643657091503
2112195,4.296382372610586
2112200,7.051830483928885
2112205,3.8467662755512966
2112210,3.7123157444798256
2112215,2.7967081880023135
2112220,3.86213634984657
2112225,5.09916475910284
2112230,6.249701706017408
2112235,9.175053090853257
2112240,5.375947821853397
2112245,2.321271567005158
2112250,7.6619678951691785
2112255,4.175818845441872
2112260,4.37034404437474
2115005,-3.774492503899163
2115010,-3.182372775723315
2115015,-2.0351313972973935
2115020,-3.133473090006713
2115025,-2.6274344307858044
2115030,-1.0439208892963538
2115035,-2.015482892306589
2115040,-2.3461091913052163
2115045,-2.1535595026040375
2115050,-3.4599766286499145
2115055,-0.8324075324729757
2115060,0.31132352347244013
2115065,0.39582795095812
2115070,1.32052232971874
2118005,-4.79604792157692
2118010,-7.8781758571595715
2118015,-2.351860550461344
2118020,-5.2124565638563105
2118025,-5.40392512085435
2118035,-2.493591733176284
2118040,-3.457875571850739
2118045,-3.8452429052918804
2118050,-3.7783133215435556
2118055,-4.662139193920205
2118060,-1.511972767478425
2118065,-1.5041142246507802
2118070,-1.9133619916328886
2118075,-1.9961232147357637
2118080,-4.04356438806233
2118085,-1.8713169540877135
2118090,-5.032063767020793
2118095,-4.394229401704292
2118100,-2.9332226279672393
2118105,-2.0504711743573343
2118110,-3.724042881808442
2118115,-4.157367855658604
2118120,-1.4406832130454155
2118125,0.16573746778125653
2118130,0.21951673222084178
2118135,-0.5791121449713834
2118140,4.2068022167191215
2118145,-5.311272848795225
2118150,1.054454032718934
2118155,-1.8027340793672075
2118160,-0.823699857251818
2118165,2.383140482788969
2118170,-0.6021699845462923
2118175,-1.3474710736846507
2118180,-2.7831061165891717
2118185,-2.3425582940483065
2118190,-0.9966365460163398
2118195,0.1929282016840349
2118200,-1.7645194307023457
2118205,-2.671287136399888
2118210,-2.0693240612812915
2118215,-0.09671142310819097
2118220,-1.7074919973270075
