dist_name,dsd_name,bank_name
Ratnapura,Opanayaka,Opanayake Samurdhi Bank Society
Ratnapura,Opanayaka,Udawela Samurdhi Bank Society
Ratnapura,Pelmadulla,Palmadulla Samurdhi Bank Society
Ratnapura,Pelmadulla,Lellopitiya Samurdhi Bank Society
Ratnapura,Pelmadulla,Panawanna Samurdhi Bank Society
Ratnapura,Ratnapura,Weralupa Samurdhi Bank Society	
Ratnapura,Ratnapura,Godigamuwa Samurdhi Bank Society
Ratnapura,Ratnapura,Palabaddala Samurdhi Bank Society	
Ratnapura,Ratnapura,Babarabotuwa Samurdhi Bank Society
Ratnapura,Weligepola,Waligepola Samurdhi Bank Society
Ratnapura,Weligepola,Pussathota Samurdhi Bank Society
Trincomalee,Gomarankadawala,Gomarankadawala Samurdhi Bank Society
Trincomalee,Kantalai,Kantalai City Samurdhi Bank Society
Trincomalee,Kantalai,Bathiyagama Samurdhi Bank Society
Trincomalee,Morawewa,Morawewa Samurdhi Bank Society
Trincomalee,Padavi Sri Pura,A.Ko. Samurdhi Bank Society
Trincomalee,Seruvila,Seruvila Samurdhi bank Society
Trincomalee,Trincomalee Town and Gravets,Arunagiri Samurdhi Bank Society
Trincomalee,Trincomalee Town and Gravets,Jinnanagar Samurdhi Bank Society
Trincomalee,Trincomalee Town and Gravets,Sinhapura Samurdhi Bank Society
Vavuniya,Vavuniya,Sinnapudukulam Samurdhi Bank Society
Vavuniya,Vavuniya,Weppamkulam Samurdhi Bank Society
Vavuniya,Vavuniya South,Periyaulukkulama Samurdhi Bank Society
Vavuniya,Vavuniya South,Mamaduwa Samurdhi Bank Society
Vavuniya,Vengalacheddikulam,Settikulam Samurdhi Bank Society
Vavuniya,Vengalacheddikulam,Pawattikulam Samurdhi Bank Society
