mobile_money_id,pop_count,dist_mean
93,6788.995163409999,430.87740605207983
94,11300.96009872,1157.0348378042893
95,15284.402052829999,883.5323088992557
96,8756.07651196,1555.479628469551
97,10686.9630995,1379.032079195307
98,11578.242783759999,663.7278987011392
99,33220.74953325,7137.997032827804
100,20895.27463701,4103.645465258702
101,11200.216408749999,8396.79649616719
102,23238.304975289997,4562.925862837966
103,15560.722267160001,3220.013874322934
104,3148.93870578,561.6598545314317
105,7517.82063724,4941.2071560835475
106,135.86633100000003,327.5349963331696
107,19735.25294487,5106.749608313526
108,18173.7825134,4880.799600317624
109,6385.5410292100005,4312.378451673528
110,15835.377582199999,4954.803072626344
111,8503.24883362,1635.4803608494942
112,4356.88204299,3891.22330163096
113,8536.70425471,1875.7360741609714
114,16064.039942790001,3908.67432598069
115,11481.387875829998,2527.370279717655
116,26267.27358388,6907.49078435018
117,4377.63971978,2482.5387907656914
118,111.17457760000002,744.2786830622757
119,3176.24229112,3877.831743153606
120,15305.92311761,8904.989568796807
121,12637.735627810001,4324.346249701378
122,2912.10286681,1270.7449772474993
123,28271.99223481,5118.2128338289485
124,12157.81102497,1179.177352603149
125,13857.306925810002,937.5537865552367
126,15358.46831578,865.2374695508603
127,7204.094773419999,385.57483058367717
128,11576.154561899999,670.7398250619976
129,6800.089341909999,929.721639990202
130,13538.57846412,604.2721039414535
131,13188.523918030001,676.4528336039097
132,12042.620802049998,942.5058349411796
133,27066.453788370003,1792.9600456309024
134,6187.52867706,635.1522716335888
135,8867.41881481,656.475736620511
136,17048.69472663,1772.8929113634474
137,41714.23897282,2040.5189743708524
138,10997.882074910001,1921.5275139060925
139,13214.31371282,3832.8447191148407
140,15521.54916146,4139.915025893869
141,32754.30857039,4800.153632899619
142,8340.56673446,3330.494050948078
143,3210.3701717900003,3607.000855732275
144,4755.97561325,4234.037284881153
145,8898.929443469999,2034.5616439684843
146,9851.68560783,5791.775257085335
147,14427.7100613,3897.838431757346
148,2473.7709620100004,1654.9168524499407
149,9674.84895624,3525.968211551946
150,13216.088398019998,1786.1776626353142
151,6118.2775533,2246.3074705814156
152,6290.20111638,3273.0787511410663
153,5966.92307363,2347.2239590763575
154,17514.010873730003,6973.720521267659
155,33081.377810310005,6549.308582015439
156,19174.350004400003,6234.7411224890475
157,21028.526685329998,3487.861197534475
158,24196.809598159998,4024.6808089446513
159,5017.7511301,3257.3328279673847
160,10656.32910545,1014.1383839101858
161,6950.343311900002,749.1411901137882
162,7634.537161890001,1036.4963421516027
163,12107.84383557,1908.4737733206687
164,7163.403805940001,986.9439298380031
165,7167.122028289999,644.2921416086918
166,5532.53040182,907.5157768043362
167,3779.53210392,634.7241063617568
168,5004.46461024,667.9131374168419
169,8633.51643467,606.6926571109353
170,446.84410632000004,761.2801129516121
171,1226.2846338600002,437.8911336547492
172,19935.017211579998,1551.3872899013786
173,2524.42608973,2354.8564539203535
174,2638.26876223,577.2072263582279
175,708.1472182600004,333.16215840327885
176,3318.8701402,628.9366923814225
177,3716.28400686,589.6720240063012
178,9175.99167333,1232.0258136678683
179,2508.24617953,488.1580348399793
180,8811.99701891,1916.857349978703
181,2332.02325475,786.9966720159183
182,1164.97912518,408.4490161086009
183,1212.27386656,547.0834371558137
184,5576.88648114,4511.311277745926
185,4680.74095117,1375.701719180781
186,1338.2545202099998,3583.0153832776796
187,3617.0747038299996,2991.5622777146564
188,1598.7611073600003,399.21012863724536
189,4745.39949958,867.6057500061431
190,746.11291479,720.4403680635039
191,343.5240307,1089.210489546524
192,149.44180181,572.0518102734671
193,5843.636714300001,7116.60137738731
194,1644.84400453,6445.682102641804
195,7827.8747419500005,3790.1075272145763
196,2449.75123393,1786.6603076914882
197,1549.28422779,2782.255411784244
198,8311.13249516,5397.891151821718
199,3554.3380235,3614.7998502560554
200,3534.26965101,1874.084627088
201,442.15162908,3663.508720581264
202,4171.238142499999,4743.922367259625
203,8802.45532746,5300.138519467343
204,10517.529049189998,5473.988907983419
205,4626.150384300001,4232.03302129713
206,1443.6669351599999,2678.6648087236563
207,5231.46782736,3766.063326760702
208,9633.32151482,3372.6425311654007
209,7007.0302782300005,2860.14586520083
210,3301.2602162000003,1565.1781753569176
211,1562.61362735,2398.0453932562186
212,13090.418150559999,5814.155661874411
213,10257.350014189999,4459.286358923614
214,7301.31982776,1821.8547445194654
215,3753.7613471399995,1489.080940322243
216,1715.32561902,424.9293542400885
217,1528.0911653900002,2068.002407672742
218,4311.05006974,2869.526738872049
219,4341.58298784,1932.02766468579
220,10525.519566480001,2967.8376871318032
221,5577.947209,2160.610718146511
222,4710.89959532,7270.958788469818
223,1522.49922441,2661.6690846616157
224,3268.606611609999,4682.830425854766
225,4933.10286385,2296.6376288993843
226,490.06593225000006,1543.506596170767
227,1216.1173564599999,15969.106410537946
228,2194.04059819,3136.708782808873
229,7401.3132657999995,932.935325983984
230,8267.41301246,2420.4870046585834
231,1658.5139256100003,934.1872126139217
232,8077.45347964,1602.1570955797208
233,15731.118021859998,4337.526472340984
234,11846.3615233,940.5191129577609
235,6362.822861369999,1065.1369140869394
236,363.79945888000003,144.13076202912956
237,20769.76169512,7258.200762737513
238,7338.02650222,1193.9659916195542
239,1289.67853568,641.9647846123084
240,1102.375053,1729.9332153343084
241,8430.92085982,5162.623144321003
242,2859.4125683,14616.515848088375
243,144.14024279999998,236.8745394971754
244,11490.391591750002,1119.2850104984534
245,4668.03185381,1299.689723516669
246,1169.1327776499998,1292.161461942321
247,3519.4854585199996,1056.9371950729833
248,2246.4579293200004,1476.0326672512426
249,713.0103229900001,2174.82104190247
250,9828.994033079998,1784.685775984352
251,17535.423949390002,1999.4487488930274
252,4589.02915141,11578.481126104876
253,4448.473803559999,1657.9894791509378
254,1767.0947993999998,1425.249317432308
255,344.17621203000016,888.5933707448118
256,1662.50798157,374.42235060296696
257,4611.63857897,1403.226981214277
258,2106.52810995,1579.8013148698644
259,3660.6469354599994,9955.155258530134
260,1356.70795051,1535.0357486929825
261,6190.2886588,1136.499511190899
262,2079.9515091,1994.640748805359
263,5828.010661889999,4173.915327317628
264,6751.92592261,2867.199671362162
265,9658.462937940001,2694.2827829221983
266,1011.73392055,2492.637522241416
267,13307.9815084,1854.7099155788173
268,10773.8136462,1221.1118146630492
269,30635.724841029998,2043.7230707355825
270,13865.36903278,1181.8811564658854
271,31367.369889010002,3515.563936190745
272,9813.04782649,882.1367974994151
273,23028.77222308,3963.7768419226627
274,12000.124214039999,791.0925420591419
275,28505.285604130004,1307.7309495656195
276,33354.895943769996,5593.849422401197
277,10112.515144230001,2898.9674031338423
278,48531.66461428,3742.5783274732244
279,12325.16116928,1462.347103121697
280,29027.26785851,2054.5943689224523
281,16862.754428090004,1351.8695347555704
282,23853.185548100002,2471.7019826309056
283,23639.061170179997,1602.2975297218195
284,3493.43219763,1003.8052228318207
285,16560.23836514,1133.554429624842
286,9841.373302209999,1139.1826378525998
287,17882.13827733,1668.533619684905
288,27940.03634309,5761.918899105755
289,35733.03137856,3223.6426976381363
290,41857.810656019996,3170.1232299654935
291,7238.73984155,1098.3601798966165
292,20437.88181116,1053.040217257776
293,17853.67507684,2361.8535415803804
294,17019.657652500002,1349.0292411418334
295,16671.03588385,1062.16402839239
296,24596.985736709998,2631.784745694067
297,28987.76482945,2375.4473639590447
298,18566.98287589,2857.2403688104473
299,7413.37077491,1355.214489774631
300,3334.7315716800003,790.4177055707585
301,12807.627551779999,1414.7188515867183
302,8847.03603304,1707.5527712693156
303,9424.96830347,2220.4985010258774
304,11535.02596852,2123.0137475893343
305,687.8987802700001,383.9906056812794
306,13455.84251033,2257.566110281848
307,739.6254697200001,1413.3284253836687
308,8769.18310487,1889.4682868494363
309,9826.66721127,899.6738160703102
310,12114.20566359,1492.0255783112973
311,3299.3111491,1035.3600883257175
312,9567.50573106,1762.5654092715872
313,13602.306458590001,2170.110989889219
314,15588.555372730001,1360.7529441687548
315,22172.04448172,1387.0129199820376
316,14565.77630942,2627.4552071332123
317,7921.62039108,3230.6627752369054
318,25773.73499291,3224.707407549094
319,19487.568501150003,5245.247969943017
320,5241.39255439,1256.1696201760224
321,4760.27790303,2252.263120278375
322,10561.68572202,2036.11129852701
323,31146.03340226,2780.3815319146215
324,9445.4422163,1887.1094549577751
325,11685.328667580001,1709.3087229746827
326,1561.9612001300002,545.4434921888989
327,15142.8593172,1983.4883606401424
328,4626.35286046,1690.8235469304643
329,21654.41797174,2505.0173073865903
330,9933.059165460001,1584.6012113841607
331,1306.85827359,1545.8325658579924
332,20147.67917337,3477.613652994417
333,18213.81914273,3610.1883592067006
334,14734.17303827,3139.252962926008
335,4105.56710239,1488.6924364311078
336,27157.268117239997,3204.3030068798507
337,16718.86057036,5391.119252724114
338,19816.07330087,3336.4932696008477
339,2267.0337665999996,617.4596908846761
340,1117.4971040599999,613.9453994863467
341,546.7960690099998,366.7829208684842
342,19612.329598559998,5619.276910008734
343,8836.271232660001,3347.577096095573
344,19733.0555293,3314.36577992025
345,5311.23540895,1976.2587432722648
346,14198.432459020001,2405.157607514022
347,8631.96381063,1754.1233723931784
348,18320.6375472,2972.9914238108727
349,7084.912838599999,1809.9483480428482
350,43459.82851637,5633.979353862792
351,16903.24941533,4297.977398761526
352,10641.769245380001,2710.3380412538463
353,7790.59763983,2215.687623771795
354,13080.30625632,2916.328134947834
355,577.8542445899998,1758.3194072244949
356,14094.48219517,2351.8279378901716
357,2252.22459617,947.4334130301309
358,3713.74475477,1741.0341367715657
359,18014.36818158,3196.16370684571
360,15730.466903829998,3484.1300951714725
361,14200.46795344,2310.047773788613
362,8389.1138992,2769.2594469020373
363,24544.735673900002,2927.1997524419953
364,27714.128779299997,2692.1257936143297
365,20176.330903299997,2612.8447049560436
366,4310.9347613,1767.9729199617382
367,6415.4638869499995,2475.5332561610503
368,2331.2697240899997,2745.274523519642
369,17101.51141038,1812.287228916859
370,6584.698004849999,1735.3275285633722
371,9896.856322720001,2747.304168023
372,8143.04847732,2283.3809122244593
373,10325.708781500001,2081.749521221265
374,10877.30008085,2184.32122234245
375,12995.39982873,2373.669670794895
376,31102.835438359994,4090.1485851563216
377,29179.231357700002,2985.6858509294266
378,13979.294527200002,2189.5249698112057
379,16388.39708789,2527.9783329856937
380,11727.65752731,3929.267005322396
381,9864.80526169,2652.7292308816563
382,15391.150979459997,2485.485544394994
383,13946.32583178,2029.0313966392857
384,63336.02950276,4211.1748700955595
385,3691.9543583900004,911.8785715535076
386,30649.583090630003,4478.4699367250305
387,14195.54308294,3173.6121281039213
388,682.28772534,359.48346268938843
389,9796.482797659999,2703.9748609047515
390,9680.22223464,5519.728386517373
391,9095.97575098,1778.77685790606
392,6843.2118852,6695.893280588934
393,3079.21212165,2015.6910230391975
394,9476.61415701,1937.8973127463232
395,5846.603054020001,5196.970636664172
396,5911.125151360001,2165.6141345872134
397,1900.95522636,603.9391953378363
398,22742.14612084,5440.289987897108
399,12711.172116779999,6283.118980159013
400,11897.736789760002,4122.556907550168
401,15387.600512800002,4210.337668292313
402,3403.50651597,1026.9334817217862
403,4482.318314100001,1936.912495291011
404,5621.89642353,4787.634528346619
405,9495.178131010001,2290.2975129577794
406,21311.984969229998,4419.225175709771
407,3724.6001905799994,1864.4220044051863
408,6589.83971441,1815.9826744612615
409,2366.01564641,1664.2115753737141
410,5620.02053375,1823.180055629902
411,4592.050843139999,861.1156352120611
412,9085.6344365,1924.863107376531
413,4067.4815977400003,1619.4016408952311
414,22056.906914940002,3206.8709681326995
415,3921.63525985,3813.6008661491423
416,5798.98143638,1683.7822921486827
417,1260.8304872899998,1475.8011274340101
418,12597.607798510002,3287.178261297218
419,3356.8024336,1731.4502968478116
420,4448.80664693,1151.0377625821855
421,5658.9545955700005,4936.154511974894
422,6998.5626791800005,2323.285159128608
423,9668.205619190001,3046.587606098593
424,28289.127995130002,4754.640267997204
425,4764.64262729,2721.573243058294
426,7307.54625358,3603.9992685164866
427,5193.842011070001,3075.3790925595267
428,31135.95014465,5261.401389977221
429,2451.7861286800003,3423.024000097874
430,473.57574518,2346.293917121594
431,6942.57667276,2704.779153067359
432,11912.8618466,3881.5867887940185
433,1457.3646082700002,2511.43419663969
434,2205.72503572,2413.6198106309544
435,41.04410376,39.055109499456044
436,10637.58079271,3513.15682938128
437,11122.03833842,3257.019196686473
438,4006.9135040700003,5754.764453899186
439,5496.348580320001,3520.8357260523367
440,1741.6612466299998,754.5704314136831
441,23860.232951470003,3584.4539863287036
442,3115.6304420799997,3613.1222786871813
443,7311.74364387,3375.2717799338834
444,9850.55900072,6292.223884223401
445,1269.35243154,2354.531335979836
446,13043.201907879999,3563.864522413035
447,6598.6329245,3528.019806850414
448,120.73242877,237.77059044400875
449,3127.7524463299997,2846.542928163404
450,5677.90274975,1789.2095548239884
451,12677.9179281,3447.0844425627615
452,12787.693420699998,2582.8039690621968
453,15276.79060244,3458.6373625120395
454,3718.2340559800004,865.3967035754855
455,2148.42982613,341.81123760021154
456,12702.436976819998,4264.284456474178
457,16913.197419149998,3317.2690568987664
458,3701.4103195900007,1428.4825998308656
459,2014.66125608,377.8577785507711
460,6422.03263651,1418.451162183019
461,5758.212897179999,836.4390655159148
462,18221.27360471,3806.7498985125067
463,14940.223764620001,4631.898002577305
464,22312.99196049,5100.281213936584
465,41113.20728976,6555.089644638312
466,12915.15242287,3156.8756550123953
467,10401.99310987,1338.2253875949657
468,34974.239782929995,5643.098907980178
469,451.80011360000003,108.99398778438791
470,10488.60222898,3876.455679456318
471,5018.324649870001,2803.5005816691555
472,4749.143687829999,3076.523718502299
473,10362.16066966,5315.306654976414
474,8214.67891429,3190.8973990100294
475,6493.2739761,4939.409103332808
476,9328.95023075,6871.754168657879
477,1070.9484918400003,790.9136861655401
478,9738.548553219998,1385.7758315895364
479,3780.1620522400003,591.1138308599235
480,9751.653126869998,514.577253207267
481,24697.88065326,2575.6625039638084
482,20214.68993886,1746.023292731453
483,17266.13275845,1776.443816188653
484,21421.32642207,3079.0511427492456
485,9416.6944178,2578.371203892404
486,12034.50472316,1741.4662455001135
487,3414.48120051,858.5632880301197
488,18083.092803609998,2648.6936811903493
489,9667.343178489999,1169.5758139068103
490,22208.46050903,1378.0183909260543
491,5200.654524109999,598.2524351943185
492,7094.13990158,621.6240808405677
493,14002.862153789998,798.5854670063973
494,15626.34459437,3567.0909048268845
495,16758.58190385,3910.113241278588
496,9588.282774619998,2337.2742111376056
497,5326.852931059999,958.884608555268
498,11691.72167363,699.094057945659
499,14355.261570350001,1051.4639311705012
500,21311.777754579998,1588.968981090097
501,7696.7958649699995,526.2390053640069
502,9096.87761853,568.0482021000363
503,11769.452874479999,4104.948684126207
504,8656.25219643,3708.920692026308
505,11387.364724770001,2686.415370784827
506,10631.390239010001,1836.050311213607
507,333.32190940000004,197.84129689251185
508,2777.56155321,440.66994426292973
509,8645.079826380002,831.4174669250917
510,6842.491215430001,439.14503463184315
511,4084.1429161200012,487.8553461403408
512,9079.28802074,1022.8743481414891
513,19209.846983819996,2150.876331824132
514,8773.60618885,988.623505826129
515,10141.686558579999,530.4681612229597
516,7907.798784269999,633.3135650341776
517,11635.17267542,736.182231385
518,18612.48124722,2412.8392854435956
519,2836.0841269800003,463.9774614812345
520,5868.477176780001,440.29604325249255
521,8656.39174385,391.70302462376884
522,12964.600953289999,1680.2949799179996
523,13816.541279160005,339.11536402663035
524,23529.220991400005,1579.3082128734432
525,5546.1358322,683.0794445164104
526,1786.3414846000005,393.188365449152
527,6543.231338810001,398.66814575361053
528,10175.986100350001,1794.0795052915018
529,6115.970678299999,571.8896518631907
530,3292.41107416,228.21866858320206
531,7766.890968,645.8121120656244
532,23345.102302209998,1245.256580556721
533,10649.113937770002,942.7323314230064
534,5380.43663623,532.0423200243248
535,7821.63086168,473.7162998136998
536,154.90056757,82.37831988522295
537,6722.05306074,608.9938015812917
538,7243.769291979999,513.2118226873238
539,30756.338277130002,1865.1862451386494
540,20823.50174633,494.1021307759368
541,3402.10375405,714.8885216093532
542,8690.786520539996,312.61257412118084
543,521.0316509300001,197.30083552735422
544,11702.041164679998,702.030376717888
545,5890.040912389999,615.0815080148665
546,19911.115436189997,1775.282650533409
547,21630.426410850003,1789.3920446321524
548,601.90676824,68.40754655125161
549,7172.693219740001,336.0372249086289
550,976.77818281,177.74024814833695
551,3599.96324962,1104.4326092285173
552,2990.56064808,446.4165563531435
553,4335.010591940001,1167.7484835432397
554,4514.937111249999,651.1158239907826
555,3514.2135328999993,1123.966876748514
556,15975.2433765,6185.543495652131
557,4171.23847204,406.0464160735649
558,8687.49166979,2641.4183735247498
559,6876.84639314,978.841391636704
560,7799.89812179,2906.5505985576824
561,4610.4879003900005,889.6758008304222
562,12671.458813280002,3640.462213815127
563,7809.265815209999,792.4773760894162
564,12599.77710716,984.4394654286444
565,8619.86741247,1716.6476936264085
566,4941.90413456,4481.020328869393
567,367.30589081000005,621.3182766487146
568,4633.3026574,7960.691075327573
569,1090.26701735,733.5743376210794
570,4614.818232920001,586.854845977594
571,4401.945348110001,541.3152354732081
572,14711.94346057,6325.2283505727455
573,6305.53677841,1662.8242398011828
574,20026.49362678,2325.2465847741387
575,2977.26418558,746.2493904218111
576,1215.9812260400001,373.1644773247823
577,1706.6202457400002,650.1530864596392
578,16215.65278995,1143.455197058923
579,4397.195722699999,623.3051616233569
580,7223.315255930001,910.1214862905683
581,2875.8422195,1352.7400014013288
582,10026.198280780001,1712.4547150281257
583,3083.15116876,1032.9144458291007
584,7941.00821987,3074.2357608037773
585,7144.532528149999,1142.9931197431151
586,3685.4726089000005,581.7800802962828
587,4563.659652700001,430.15764841482616
588,9441.23284744,848.6242147372495
589,1798.7733707700002,596.8865821087387
590,7303.267940459999,960.3070401467321
591,12080.65439435,1731.7391335378195
592,25312.63156531,2139.2568280394803
593,3415.5826155700006,1817.9308586419322
594,6357.687942590001,1748.6111463751074
595,13527.0678135,1581.6753680087816
596,9124.26420808,1578.104360354255
597,3013.02202176,771.3727349418779
598,4344.681627420001,1327.6655493790263
599,13813.53816746,1726.9491349641103
600,207.85460039000006,146.8575410692004
601,3831.7112569099995,751.4933496219408
602,3530.4355668900002,716.278395896882
603,5311.852758839999,458.72479338741323
604,3728.2295970999994,2257.905446963724
605,4309.767852970001,1959.537771188578
606,1091.2422846500003,3087.1311106821345
607,4533.2497486600005,465.0977083125847
608,19391.6181489,2575.7648126362005
609,1301.6961143899998,628.55834534131
610,10239.73539701,409.7413842081693
611,33323.62191309,5674.478301158174
612,13415.57186693,4832.5239481197195
613,4871.31978958,5386.047468078145
614,13625.7827904,386.3636650968799
615,18618.21019027,3459.502727877733
616,25005.38202718,8301.257163150769
617,5695.62668193,4289.30226061185
618,438.70764246,120.8516815306435
619,25165.721526319998,3952.263240770151
620,19612.08653108,6186.313084109378
621,14808.10635586,6008.814572353763
622,4386.720996280001,2277.281403014158
623,233.94512265999995,11757.758078609115
624,27506.24527588,4651.276500807279
625,9128.994603699999,2442.3776771093626
626,12384.549715180001,2359.7438777230977
627,36901.3289716,6080.045216774443
628,3148.1666961899996,2697.8059732400566
629,11859.93634873,2136.043426689107
630,5286.62736429,1947.8763278926963
631,4321.32149717,1316.1982093874058
632,28914.282654719995,6632.098924148581
633,4394.34213852,3611.9912697345662
634,12338.3936537,5706.690229949973
635,16943.49137093,5414.86321442951
636,6094.388034899999,2848.5029011391025
637,3849.7341992499996,1877.9534042528257
638,15762.746004519999,2434.222412147907
639,8655.534181450003,6512.0932542989185
640,6791.25626475,907.1396549212036
641,19086.86660026,3059.635044326376
642,6734.07112921,2077.4403412649285
643,3006.3682951700002,469.931579333032
644,3826.13024262,1014.1416677543717
645,8566.18700337,1213.9372889154388
646,24671.72403579,3964.5998239122537
647,12153.60411503,1258.3471067912647
648,17493.16354421,2571.511386751484
649,14217.32647463,1548.047076869402
650,35313.750937599994,3120.748564471461
651,2750.9526067899997,482.2408180039164
652,5877.992695190001,2748.17726619402
653,2807.2525877400003,845.1358037336142
654,17150.860088840003,2631.185605433937
655,6953.61312868,2551.997239686543
656,9940.43438666,1188.4460813943674
657,6995.39465022,1439.1753877290203
658,4517.45735494,2260.3870777142924
659,2248.9927940800003,1410.744199152344
660,9995.52227663,1031.120284231389
661,10203.85521046,1617.912279162418
662,23775.18061294,3257.052322406282
663,24613.549355640003,2762.0923622986097
664,1422.5445334899998,589.7454614969417
665,3238.9784026199995,841.2347021925758
666,4997.66086959,971.5370409112041
667,454.59946365,487.0237791479023
668,5500.79913164,3017.2538462697626
669,8482.899213820001,2845.1259233422497
670,5382.73465197,1324.084629352504
671,1207.5559166600005,290.86113211290234
672,1889.78031547,2253.838523695705
673,13709.016758240003,4427.001600413607
674,8296.45207372,5484.466234498607
675,1601.9679810699997,2030.3127967649248
676,14344.95752117,2531.7350892516783
677,8506.82329903,3469.35461985971
678,19937.76515036,4606.397616726877
679,26376.479697140003,5176.073060903749
680,9153.04437313,2224.31148231325
681,11732.42222653,4379.728186168783
682,5801.348483000001,1115.2793642743447
683,3858.40029676,1937.7195180235565
684,7151.455536390001,3496.5116112477203
685,8522.499869620002,4413.746243989603
686,17821.19860417,2267.107479080254
687,4741.82280001,1560.3344686077985
688,9862.68433669,2812.7816650812365
689,15104.468136799998,3277.1900050769864
690,6560.147192820001,1500.3858640026572
691,8769.33640814,1998.0260427261146
692,5532.122342780001,862.8822487963401
693,9206.329179960001,3345.096487133849
694,7103.32077324,2805.0628970926673
695,8620.40651288,729.8116445199962
696,3577.2876292,1025.932283761145
697,16726.13464246,1978.3647122789303
698,7487.86042658,1876.7474066427758
699,12364.876320209998,1867.8595880893681
700,9475.51981172,1861.996208109397
701,13629.828375800002,2377.7784386004714
702,21907.43866055,3567.6748074001803
703,6181.70701412,2691.8512364012436
704,25165.10741484,2945.5993966180413
705,6923.91349268,2915.9361880318547
706,11048.75066338,2032.1351457598125
707,2652.9491364899995,487.9275444747986
708,10997.11442453,1686.107918695319
709,1521.1393170300003,735.565024867762
710,3314.00294378,1481.0445142136816
711,9629.72843642,2171.9151292613888
712,1503.6170379200003,1834.4513276169039
713,2293.8149463,2699.7384685359984
714,4583.47933786,1580.3921817777677
715,11239.434890069999,2573.4364338343266
716,9024.21355996,1257.1472439875479
717,4209.83288138,6152.187501111183
718,2049.25870726,1552.2666872977456
719,8718.40442133,1865.2116117255177
720,2702.14249947,1016.278752138951
721,170.86380237000003,240.61334215923182
722,14055.687908459999,1720.2301143512393
723,4512.49196433,1370.2183765649677
724,5299.03380417,1132.50910371085
725,11185.54932552,1936.3131876740044
726,1998.8657835399997,1407.8289445288533
727,3762.3706543599997,1508.2949814155631
728,14344.6119943,3505.4378516603924
729,10594.723927660001,2358.962215467072
730,659.7304352900001,341.2462697880426
731,1674.9145402299998,2830.9795532349035
732,12064.32616263,4335.166200775215
733,2460.69017722,1170.2908104183368
734,27638.339182130003,4040.005464590107
735,7854.91472253,3275.999321172851
736,8839.75991541,1827.1752887424598
737,7857.792691789999,3475.3239593893736
738,7091.008066280001,2777.329464988151
739,24578.06129985,4340.410397173231
740,6012.61619791,2601.902911892865
741,12428.08168125,2436.5819373579516
742,9605.4979137,2994.707641884039
743,16499.84038138,2326.594999904529
744,9659.42689799,1599.313062330387
745,19585.233817550004,3670.37683690117
746,9170.65526269,2139.7301478347968
747,3803.04852135,786.3957860314475
748,12506.003362619998,1879.5149455648911
749,10714.9090019,2238.3685137943544
750,8826.52589526,2215.720318790443
751,11159.79550789,2551.8917224448446
752,7618.35821468,6754.389529523339
753,17344.87618699,1283.0963325063744
754,14799.228813639998,2055.011488499303
755,12995.33107056,1303.751026242947
756,11054.290348909999,2532.9323335463037
757,1325.8932282800001,1731.5161467733865
758,12877.12406617,2657.1060362318567
759,2253.09137026,1766.532468384804
760,376.3441792700001,864.1689814423625
761,8283.098615949999,1001.5013880285653
762,6162.40319852,1597.8254004864934
763,1935.5665310100003,810.1742893967264
764,9549.83472277,1358.1420227729768
765,4689.5628103300005,946.4917939670842
766,12973.74181656,2630.5866278134868
767,21591.290400669997,3288.4682836090774
768,17037.673805290004,1000.9095339246094
769,53.58477087,57.02313699406682
770,13528.57954997,2689.4741505011216
771,15213.27416486,2226.231702386829
772,23578.176325599998,2305.131833194266
773,3795.98624095,1297.2191219144147
774,17752.138132250002,2418.867676904443
775,1870.7853778999997,2474.7704479789545
776,11215.073684519999,2429.8284079660534
777,6769.7243329,4900.0567704236455
778,11213.73312682,2668.123432020003
779,5413.18546692,1927.8985510787147
