potential_id,pop_count,dist_mean
111,8474.1849925,1628.9077098494026
112,3837.9425624900005,4028.874891220586
113,7863.65516074,1750.3596390635882
114,10905.89992356,2864.0622585534384
115,10461.209105130001,2350.4834075476806
116,12015.547244360001,5620.076328474139
117,2449.34317904,1514.3131397055856
118,99.40961596,826.2145904140683
119,2595.0590194300003,3256.4985807607404
120,11581.175705740001,7633.078732665754
121,1318.9438914899997,1209.7059815269806
122,2912.10286681,1270.7449772474993
123,4522.54254199,3763.5964393289405
124,11666.929648140002,1195.6826639863136
125,1234.35591613,307.24780069425475
126,13528.192128090002,839.0907525840167
127,3530.0958334400007,301.42225232698837
128,8839.49143255,547.8743973259416
129,6343.94604636,932.1035643736607
130,8670.879101540002,505.7900592094927
131,11926.860996300002,656.9297820027529
132,6699.41574909,646.8095772571327
133,23847.935907910003,1768.4908534581523
134,5971.62065701,598.3199803958669
135,8766.39001183,654.1355488043033
136,16777.465738650004,1772.271172651775
137,21644.19606894,1984.0850476471142
138,10934.376549670002,1943.9840153243592
139,6762.58165025,3813.125148422746
140,9361.691172210001,2940.434974227887
141,20200.12329227,4605.426144722044
142,2982.7651839299997,2810.391392928652
143,3174.71925551,3558.416394846151
144,4755.97561325,4234.037284881153
145,7404.9077288,1957.7051937994402
146,8509.53151226,6167.344260958332
147,11757.828323149999,3527.0956447722087
148,2473.7709620100004,1654.9168524499407
149,7523.009237019999,3232.346965438182
150,12839.777570019998,1642.6682369151727
151,944.6461690100001,655.3368950025886
152,3982.28469951,1389.724127922094
153,3345.7028055800006,2308.525745257672
154,2022.9458442,2913.2628319629207
155,18181.852857769998,6597.0110546352535
156,11581.06158496,4757.763997061348
157,20480.84463462,3486.0961055104385
158,7717.90615941,2445.7475790549474
159,3160.6271057500007,4351.7491332940845
160,6031.559977250001,1073.3163987837995
161,5361.59847758,662.9498602410931
162,5557.03142095,980.5795148051345
163,8937.10758128,1486.4864120550153
164,4638.74037471,858.2096681200455
165,1686.39283264,652.1138362203445
166,5391.21908878,887.3385328561509
167,3622.58873786,612.8932328456475
168,3573.0859559200003,532.679136525481
169,6715.8202648199995,512.9118720737102
170,163.00365768,200.9532010091318
171,1168.5935506200003,417.6291749910992
172,2740.5677764800002,692.8017825653658
173,2081.9205001399996,2127.4252142961677
174,1509.01555393,473.6361774002535
175,708.1472182600004,333.16215840327885
176,3216.2688034200005,594.4018527662828
177,2453.7473230200003,394.4031302514272
178,3894.5616099999997,1131.0080445306648
179,2508.24617953,488.1580348399793
180,7730.726192489999,1582.4370790145895
181,1737.32791898,840.4575972496193
182,1148.4449427,403.46665599461625
183,1188.57839664,536.0326229775516
184,1404.54969364,474.89366923744393
185,4321.5652829,1007.7416573855323
186,1233.4295806999999,3473.812413322528
187,2974.76164783,2589.257760198943
188,1166.3335569999997,335.7533480724139
189,2949.6272571500003,773.7331448321792
190,620.0281993799999,527.9851738421479
191,308.04623656,965.3261798242995
192,149.44180181,572.0518102734671
193,256.9522233,2335.2786658879495
194,1448.28116635,5574.54470082624
195,1769.9207589200005,2105.367550630037
196,426.30959850000005,518.0911447687533
197,1541.3083669300001,2734.9184590228465
198,8308.10934011,5376.2051303555045
199,1615.4255948999999,2503.83147925436
200,3493.3832791699997,1884.2116772367292
201,360.67919008000007,2791.841708043569
202,2878.3796458399997,3125.6222445803514
203,8607.82969236,5216.98711843888
204,4844.4399380899995,6579.727428851608
205,4064.00332272,3887.031212691995
206,1443.6669351599999,2678.6648087236563
207,5231.46782736,3766.063326760702
208,9633.32151482,3372.6425311654007
209,7000.51973507,2846.4590320830257
210,607.91256157,1493.067320542378
211,693.59051019,1553.9396252304277
212,9587.53683215,6625.420420395165
213,9019.80944542,4371.783644641934
214,4202.234450690001,1369.7026016714112
215,2550.08010144,1009.9040588576577
216,715.4022671700002,300.9445938031358
217,1528.0911653900002,2068.002407672742
218,4299.7117206,2864.3396089764665
219,4341.58298784,1932.02766468579
220,9225.63892088,3063.6157114737684
221,4883.3542424,2322.8098080156506
222,4710.89959532,7270.958788469818
223,1508.60097826,2654.171370419204
224,3268.606611609999,4682.830425854766
225,2835.43771834,2111.6405632381616
226,490.06593225000006,1543.506596170767
227,460.92025144,3277.695344255335
228,2194.04059819,3136.708782808873
229,2219.59910553,449.9160001912407
230,7285.4311599699995,2240.8254060798854
231,1658.5139256100003,934.1872126139217
232,7020.408978800001,1566.9251452119945
233,14962.85441325,4478.968208034557
234,4800.160330070001,673.331870323057
235,4880.256117819999,1006.7056091256055
236,231.50874656000002,120.68280562397631
237,19989.707581740004,6540.183080328557
238,2703.78931756,997.2266172837822
239,411.02692404000015,418.2173727503512
240,1102.375053,1729.9332153343084
241,8247.26393762,5220.863596655926
242,377.4961991800002,2246.2390607724406
243,57.656097120000005,210.96092724045184
244,8908.034328790001,962.3402294677845
245,3962.42158881,1200.5199680304536
246,1169.1327776499998,1292.161461942321
247,3519.4854585199996,1056.9371950729833
248,2246.4579293200004,1476.0326672512426
249,407.93706373000003,1467.8726823566785
250,8649.15872183,1648.8948604726402
251,7891.660188180001,1719.5249839046103
252,192.4134063,3583.472697876874
253,3236.81008398,1937.1016535790122
254,1760.6319475199998,1419.4481213291422
255,303.1289844300001,843.717745400844
256,1417.7733040800001,323.30254908384205
257,4599.86615177,1403.9834646698682
258,2106.52810995,1579.8013148698644
259,172.07465019999995,1374.426625379135
260,1356.70795051,1535.0357486929825
261,6168.03306967,1132.0988392170188
262,2079.9515091,1994.640748805359
263,5828.010661889999,4173.915327317628
264,6751.92592261,2867.199671362162
265,9423.881901470002,2704.091529294758
266,1006.2802415000001,2494.4659588444147
267,11860.432056799998,1752.2532163237736
268,8756.97254998,1154.3932841290998
269,15379.030923519998,1137.1264014310748
270,13528.890902539999,1146.8505782026334
271,7573.059146359999,1471.3671698287014
272,9227.67957149,862.3794169230847
273,4816.75080323,2096.836928599709
274,7399.9583343,647.2606108104823
275,6546.171739840001,1244.9493179717208
276,8767.884329789998,1869.832911567236
277,7024.362087609999,2205.595982211376
278,7090.32832793,1766.9545560665106
279,9737.343506649999,1292.383407802609
280,7109.98407945,1153.4762957779496
281,14581.30654548,1073.0882867164858
282,11711.160761759998,1163.5860641261397
283,14499.977521309998,1262.9893590303982
284,1817.7761736200005,556.5714660890127
285,14263.32564625,1036.8653747382996
286,9458.06836796,1085.8645699838805
287,13073.93900703,1335.8012933512707
288,156.4385096,166.23815420044198
289,8046.613284130002,2365.99914148376
290,31147.416790540003,2219.5989656740003
291,2108.2457873900007,614.5285688523709
292,19394.5593102,1010.4526574430657
293,4929.38445928,1512.2038530639816
294,16937.47513049,1344.896389653235
295,14093.62134483,1079.3678672974218
296,11676.763740539998,2051.1509765708947
297,12621.525554349999,1168.6836545246385
298,6843.470057409999,1530.3020758734087
299,4527.76497768,1248.934937619652
300,929.4616406999997,571.868954485249
301,6246.9457409199995,787.5444110557363
302,3242.1322953400004,1139.6025270482767
303,9364.38470954,2210.4102009113026
304,11402.332015740001,2107.9777425621105
305,477.6740797999999,299.8124967901558
306,10833.9699542,1929.137893889693
307,70.00568584000001,109.18356897761755
308,7375.199319739999,1622.4170372091664
309,8353.53945679,786.0868647144571
310,371.52094587,180.390654379553
311,159.90002234,205.38170522576016
312,8132.27043808,1475.135420006339
313,6716.46788432,2222.471611124639
314,2784.59490842,787.6173946394373
315,11389.919052320001,1139.5626766438465
316,9398.97049817,2321.7772415787213
317,6249.218653600001,2369.3086510924154
318,5901.839134929999,2210.3935036223347
319,4121.28773545,2444.789640973611
320,5078.840136340001,1253.4728807516362
321,4112.60217975,1837.4450074410197
322,6695.686269860001,1110.0442085073494
323,1260.76226251,581.0746489192953
324,9304.137843150002,1872.4732248268904
325,11152.055160920001,1651.1661136511939
326,1514.1676177400002,539.9813902738414
327,9422.26309405,2141.9742430709334
328,4546.17073228,1665.0131695962923
329,21216.55830611,2466.2066082159295
330,6220.98704816,1197.7798666004699
331,1306.85827359,1545.8325658579924
332,17198.874722989996,3348.9052224437664
333,16932.583088889998,3447.887979107379
334,13739.20232518,3103.3458514161525
335,4078.82942029,1470.1602566139886
336,14725.15702369,2164.174887731719
337,5595.461609310001,1516.940901319056
338,5146.66704157,2265.5801263256863
339,1645.95343912,558.5427093723252
340,408.8366736399999,254.43558449129412
341,534.4990934099999,370.310108175447
342,12230.30349231,2917.8668842318966
343,4537.44718162,2315.707357815253
344,17146.88299597,2849.2567908825413
345,4217.0196203000005,1787.6513543049691
346,4072.313889080001,1634.6529861882013
347,6605.150663689999,1556.5408394153335
348,14790.214280139999,2798.3149072037368
349,4967.94635781,1383.1421163064836
350,19627.274508139995,5249.387147269515
351,16633.85191562,4244.111183608161
352,10007.91759311,2446.47763977268
353,5578.82821596,1584.622124984587
354,12932.622958440003,2893.4726904206623
355,573.2746137099998,1779.6223236904164
356,4204.133566370001,1459.6459597641933
357,2246.07610837,951.6719118082468
358,3678.62065536,1730.5507903048915
359,1648.1762506100001,1430.99445313953
360,107.58231874999998,152.65046771500545
361,14200.46795344,2310.047773788613
362,5464.32073281,2074.8962078045893
363,12284.65653271,3038.2959422032573
364,26938.14804519,2641.7968373143217
365,12433.96481589,2768.6753936152736
366,4184.0495454,1739.0027864198885
367,5965.03881142,2191.404212787977
368,2074.8930279799997,2456.328656041528
369,16634.69985438,1818.6135402730056
370,6382.4597531,1732.3118428101063
371,9896.856322720001,2747.304168023
372,6332.694331299999,1474.0065176318726
373,10325.708781500001,2081.749521221265
374,8131.02230747,1763.2143534359614
375,12995.39982873,2373.669670794895
376,9497.56781438,1956.2370961707936
377,6207.589983940001,1649.8101266413425
378,2504.3348647599996,562.1136743175134
379,439.21770531999994,668.0278335435241
380,6470.58437826,3730.820065951661
381,8791.13741884,2476.675263321863
382,5784.0998983399995,2022.8067875565052
383,6285.59812838,1110.2292518546383
384,9386.490793320001,1780.291494233934
385,3325.7566871999998,970.6014546501073
386,12910.95826678,2145.0972302911546
387,9668.42642789,1725.8560695376602
388,536.4997498399999,338.36353279320224
389,8455.08001684,2407.2400160986494
390,6759.51553322,4130.957427533035
391,7772.51862694,1573.3894980203324
392,1017.65266129,2396.0348055807476
393,1978.1516074,1391.746335496471
394,7620.918578749999,1945.7137533460702
395,5796.542777500001,5121.1197747509905
396,4094.1335514300004,2208.270159719274
397,1798.51225356,597.461190668393
398,7119.8757866099995,3815.719910407958
399,2584.8246508,1417.129074887647
400,167.81827183999994,305.3833421988081
401,3553.9052182400005,3199.4827991017128
402,3391.1066264699994,1028.565204818121
403,3967.58892004,1874.767591424956
404,5621.89642353,4787.634528346619
405,2538.0584933600003,2234.775596135912
406,966.4974275899999,1080.1556876507727
407,236.58826061999997,523.2999076342803
408,5875.443318439999,1686.7632738248708
409,2366.01564641,1664.2115753737141
410,4684.2102980399995,1569.219206515279
411,4345.63501535,811.756028259438
412,7982.80158911,1771.8460128232257
413,303.74089696,228.4056388717438
414,13168.556311729999,2398.6481631278975
415,1075.54820302,554.3099151065759
416,3887.30041066,1078.498073116392
417,1247.2992509599999,1465.0355782533904
418,9780.81598694,1738.438684081692
419,1211.14675681,1172.5636147065675
420,1892.3472293700002,717.9403082177025
421,5658.9545955700005,4936.154511974894
422,6716.77967847,2325.9477396743528
423,7963.52309927,2837.0486398451185
424,10216.06487546,4989.439700035533
425,3967.7883432600006,2409.5191846787784
426,5753.10210305,2622.9704799273864
427,5193.842011070001,3075.3790925595267
428,1480.06008005,664.9048703656456
429,41.45244112,263.6391233273098
430,421.17153052000003,2593.053072940693
431,367.12788351999995,308.44418729751817
432,7151.613343970001,2975.254561494357
433,1089.1723911899999,1446.6863948903015
434,2131.00276612,2472.0863340990204
435,41.04410376,39.055109499456044
436,10637.58079271,3513.15682938128
437,4471.042051460001,1408.1843088249955
438,1538.1171371600003,3287.0880821402143
439,279.80397756,497.8396816387435
440,1723.3989247100003,763.2625621794023
441,8995.26222806,3279.2554038779863
442,2889.3675753299995,3749.427749533718
443,644.6057425800003,280.5881762953595
444,9642.6795885,6346.029033799473
445,227.10349752,2147.2544054513546
446,4113.85373715,2646.5559566328957
447,5668.685241649999,3542.6561233438824
448,20.52205188,34.322615084743745
449,2408.8722750899997,2742.0696980078346
450,3457.2022844000003,1776.4433268193668
451,12628.94635573,3421.774541377201
452,5445.87367456,2812.990058244635
453,13653.629824,3210.16770823093
454,3503.456423350001,819.2218605858848
455,1617.1741192299999,338.432408309338
456,2394.61565733,2819.8460414997803
457,12833.42964359,2714.4401935274063
458,2691.88178902,1184.5138872527202
459,1136.1384075000003,245.4792369253771
460,6023.338128060001,1300.7412403694095
461,4943.71500776,653.3204268675867
462,5268.875018490001,1564.4955723760884
463,5464.05177324,2700.577125935035
464,14244.49594735,3798.120268852359
465,6688.44386517,3045.531512183828
466,10983.02808837,3222.5196357148875
467,1259.4507936999998,301.9670288258223
468,11043.787181059999,2416.02073121058
469,326.94295227,93.85473534821769
470,3600.6528822800005,4433.215579051751
471,4910.89136251,2738.6123225837664
472,1263.78098967,866.9796397536119
473,10157.58519809,5268.37907475864
474,7992.61438237,3086.5949405282154
475,2194.5030142200003,1910.959408404249
476,4483.858976900001,5266.456496948911
477,1040.6038380400003,781.9111799838956
478,1890.2742000699993,570.5889633100682
479,3780.1620522400003,591.1138308599235
480,6752.0056902100005,470.77664184401976
481,4618.245991559999,1421.8460103893124
482,15491.624614149998,1458.9727858985625
483,10107.9740697,1220.9223337562491
484,9426.85598743,1978.1932535602234
485,5879.162804169999,929.1712099641393
486,11827.66215131,1725.9808699002222
487,343.58198572000003,364.0593920547401
488,12499.789010659999,2393.4613620468435
489,9667.343178489999,1169.5758139068103
490,13486.52358511,1393.3759187083233
491,4332.411840629999,580.5211186576101
492,7074.06828328,621.3690525522977
493,13849.95229069,782.6405413599208
494,8007.900465040001,2822.980747427969
495,9768.669488700001,3269.277237291087
496,1231.69860505,662.6617229238936
497,5326.852931059999,958.884608555268
498,9253.22504039,731.3668734225917
499,12631.03794396,876.6285610782672
500,425.88347144999994,103.32258263925318
501,7696.7958649699995,526.2390053640069
502,3191.9406946000004,301.38262844935974
503,1148.8346279000002,636.8237837785679
504,7983.589050879999,3671.0985653058087
505,6717.113243080001,2082.0389809653
506,10459.320598130002,1792.23120496004
507,108.8215288,50.41648467476896
508,850.3753146000004,313.4648557797445
509,8323.57729582,749.3871082463993
510,6842.491215430001,439.14503463184315
511,2964.34143683,401.60573526644157
512,7687.37850306,932.1005362557312
513,15497.92892668,1615.7411780613465
514,4772.00203038,576.9098234313118
515,8638.137069370001,469.87723523440513
516,4273.900800719999,415.6820294889551
517,11635.17267542,736.182231385
518,14590.67217081,2130.910099104506
519,2439.5602625,447.5723180477686
520,4867.09414711,387.97709190619054
521,4853.597693129999,291.36686911170665
522,9838.2372358,1705.5975407717888
523,9498.288965549998,222.56159543806353
524,19694.89619198,1471.5922651048586
525,3894.01446116,637.3970908619737
526,1753.9302407000005,391.30210771452323
527,1915.1258653999998,258.26703381325626
528,289.42575817999995,277.4356869652355
529,6045.142463029999,573.2954546543932
530,3236.5707255900006,224.7252058127307
531,7700.359306,643.8504027047751
532,16684.114477479998,1058.8804733692855
533,10636.758845690001,940.1796915383738
534,5380.43663623,532.0423200243248
535,3977.70572748,338.31034608415155
536,46.854303449999996,88.11209747686162
537,4611.07474096,407.0778956544257
538,3440.5622700999993,321.9041342780288
539,28913.279298500005,1850.0310447413062
540,19045.367304890002,476.0672746714971
541,2832.88075015,466.6182229184104
542,8478.816117599998,308.91166016765067
543,120.53317554,71.66838193163973
544,10531.1002582,681.043288616479
545,1850.6941538499996,443.01696955197696
546,14122.402184429997,1519.7363138026456
547,9142.092103030001,1134.6105861508227
548,601.90676824,68.40754655125161
549,6389.72209616,337.0769825279364
550,434.87130182000004,170.48309901752316
551,858.7970052600001,1549.2456585178184
552,1507.6839269199995,344.16633434515103
553,4335.010591940001,1167.7484835432397
554,4514.937111249999,651.1158239907826
555,1858.6758192,1463.7634306240536
556,4000.0089536000005,3857.1761931192914
557,4171.23847204,406.0464160735649
558,3409.1833443,1878.259296548299
559,1513.6651013300002,222.66715962443158
560,7799.89812179,2906.5505985576824
561,2872.5799733499994,939.5069444628714
562,6941.92733302,1865.802323057491
563,4391.821544659999,449.6817675018943
564,2867.8523004500003,515.0439878984465
565,8166.5995341,1816.905924133179
566,289.4549770000001,324.0975688582266
567,367.30589081000005,621.3182766487146
568,4603.52209806,7979.955979114928
569,464.6725486,323.670092085939
570,2779.47123447,578.8206142197652
571,4391.44348745,541.2114448218441
572,9564.74867327,5139.311933682777
573,6207.35179066,1649.730043081937
574,10557.617030180001,1562.0716058319733
575,1811.94536916,753.243671223077
576,1215.9812260400001,373.1644773247823
577,679.181907,245.1241937306991
578,3265.8613405700003,671.3281806497062
579,4397.195722699999,623.3051616233569
580,4680.676165360001,899.9024353780482
581,368.53532155000005,261.44301155594354
582,9593.26672923,1748.5472730352656
583,519.3885822499999,564.7054408057885
584,7699.91729612,3001.1231776684617
585,7131.53669515,1141.779614574032
586,2309.86253827,439.0772226367527
587,2979.73859978,384.628861307195
588,8615.909979369999,833.1523156814051
589,139.8454427,301.9928938376299
590,6267.928595609999,820.9067368179132
591,11767.825535169999,1722.9714735732878
592,25097.81477105,2118.208485856107
593,1226.20692223,1600.0664836642466
594,3281.3646358299993,2019.3962521156532
595,9382.280816999999,1587.4837096252024
596,8405.12675953,1378.1041338519553
597,2965.2917610800005,742.1346849892338
598,2667.2588582500002,600.145376505924
599,3051.5826690999997,652.5712602149357
600,90.39246511,111.8434854052771
601,1559.6413499899995,483.1637963461929
602,1852.93723197,554.6845287143229
603,5103.004010139999,443.69896634444007
604,3728.2295970999994,2257.905446963724
605,4309.767852970001,1959.537771188578
606,413.4350498,2515.9262861950074
607,3590.63699986,401.77289709784225
608,13736.75204041,2035.2454577168062
609,788.04785707,666.3888486229241
610,9558.86661738,378.89198885910986
611,17423.004554569998,3968.9835572635184
612,2970.11937704,4907.387075079711
613,4871.31978958,5386.047468078145
614,10227.89752211,312.7595565882078
615,231.77650055999993,239.39426704949972
616,9875.74996015,5551.427180842842
617,5695.62668193,4289.30226061185
618,386.17865234,107.11010255658795
619,16464.09534462,2930.9853815401925
620,6980.2765521,3650.897628451476
621,9047.56590028,3073.544787172079
622,4133.84925181,2219.50023365677
623,152.97686194,11095.498084370814
624,24309.46226706,4129.490563067456
625,5891.3315819399995,1145.4555694368444
626,7002.164748040001,1538.1727372344294
627,11300.137441719999,2777.6167658716104
628,2768.41306307,2158.428567506635
629,4310.589316169999,1506.320539439711
630,5082.51493406,1987.0410695238077
631,3726.766552859999,443.3907896818418
632,23355.88262212,5178.3377138097485
633,4119.1716643,3098.5692519751865
634,9755.655213729999,5131.672526424355
635,15033.618217259998,4916.992577564036
636,1650.1381623900006,1768.368483675385
637,1930.5708528200003,1346.3294694080585
638,12423.29579767,2143.1053266812114
639,8644.76899987,6501.519873012686
640,2243.4354304400003,650.6875601279346
641,17602.46187369,2738.0384605721542
642,6369.169472830001,2067.703797368042
643,3006.3682951700002,469.931579333032
644,3507.3790394000002,933.9860985382073
645,4675.64266884,827.2264281789512
646,19348.73137229,3200.43144312093
647,4849.59943372,1130.8954039933467
648,7137.67456772,1542.5699308373
649,5037.45180247,733.6615323786076
650,8119.34809829,2600.517698130103
651,1596.42159712,409.98663632767335
652,5441.498253340001,2899.962898490255
653,2266.91760604,886.5311763887734
654,14001.35571769,2482.500882258018
655,6953.61312868,2551.997239686543
656,8707.85651311,1204.885446881272
657,6499.75102616,1388.7388383585708
658,4117.3346055,2185.1190264653587
659,2248.9927940800003,1410.744199152344
660,5310.88193915,689.9807439687442
661,6063.85860528,1162.9029978967772
662,6391.633209600001,1810.1373069176927
663,13444.788155530001,2455.0375093408134
664,1401.87388769,593.2510375906845
665,2993.36726311,689.2034356200547
666,4997.66086959,971.5370409112041
667,90.49798368999998,303.0392387721016
668,1589.70298945,2172.9084440546994
669,6960.96109334,2944.781281399323
670,5132.18802557,1274.523042326281
671,959.5166773600004,282.4143114823251
672,1889.78031547,2253.838523695705
673,13257.64347536,4339.166283275875
674,3714.5457721300004,1210.5591602387744
675,404.41461167999984,892.1512613582212
676,10965.87323207,2022.9209267599042
677,8340.23532788,3428.7884077386984
678,13844.424226719999,3441.4871672014497
679,26307.037653620002,5167.434468079737
680,4849.14360978,1652.6340150761523
681,5167.177776619999,1859.9875800675413
682,5248.26209069,875.7155298970216
683,826.38768225,348.8369331401765
684,7058.11283555,3486.1414553590307
685,5122.2058825,4463.770944147977
686,17137.08129779,2192.060241793637
687,3598.1784577499993,1516.4506062930432
688,7478.599269490002,1788.1242502610355
689,15041.63260013,3266.5442926926785
690,2457.9608393600006,1074.1357048868333
691,8445.8103509,1937.866772279042
692,482.6089982700001,161.00742357447575
693,4108.06426843,3471.0324767765937
694,6660.9422366399995,2741.0986023283085
695,8575.246231919999,723.6160341502668
696,3366.82019065,979.2658096991704
697,16216.36060263,2009.6111536124426
698,7487.86042658,1876.7474066427758
699,6990.91470285,1287.8180531531993
700,3652.5453191799998,1271.8112328052748
701,11222.65926796,2099.67667319801
702,7459.4276517299995,1455.6239704185168
703,5226.935932570001,2313.562939412018
704,6521.95579285,1907.3773765045842
705,6731.234535200001,2894.3593964016286
706,10709.52358848,2030.620420890492
707,2209.8424158099997,432.97551377118543
708,10997.11442453,1686.107918695319
709,1065.98754233,323.33970294470106
710,2959.21600053,1278.5300027550206
711,6533.455794670001,2587.397519319946
712,30.75630808,22.75706935896631
713,544.58678756,826.8962183347575
714,4051.27158631,1407.6339052856654
715,8224.844025299999,2244.6564626711274
716,6672.020460909999,975.4988654382288
717,3826.9576562,6000.948572158753
718,1923.1666648599999,1410.9288333023603
719,2876.0344357399986,1042.5300215748928
720,2702.14249947,1016.278752138951
721,151.06164979000002,263.6120292860843
722,7023.87522796,1205.1554128701518
723,3361.59165985,1047.5658325677623
724,3518.6849485199996,1196.1550787162503
725,2868.7619458599997,1854.4729519674197
726,1872.77950534,1144.1848456880139
727,3748.8940539900013,1511.4934462957458
728,2756.1608179899995,1334.2892950240662
729,10566.36796987,2354.7447944186088
730,500.68262284,364.232547665179
731,89.77520719999998,76.13143897057674
732,9566.241909110002,3428.4872223837815
733,926.3325681799997,788.5932042578208
734,26201.056170930002,3832.1192773117914
735,7004.83475945,3125.8133770520685
736,8711.26758653,1812.4761419844067
737,7857.792691789999,3475.3239593893736
738,7080.61146434,2770.3103803175013
739,22420.94892743,3645.784596959394
740,3415.5561057600003,1510.897953648582
741,11442.39964621,2518.483755712714
742,2719.78740836,2365.1563000416336
743,16067.153222280002,2268.5898111426864
744,6232.786645239999,1171.2343384256067
745,9120.510344950002,3726.6372356110946
746,8819.74146924,2007.8523405912683
747,3803.04852135,786.3957860314475
748,5671.089439089999,1778.041937029325
749,7835.64036807,2680.959064598561
750,8826.52589526,2215.720318790443
751,11020.255318030002,2550.731442862167
752,4814.00355404,3344.1103877145565
753,5013.21784352,457.0479335440973
754,14442.92835651,2056.8242355094008
755,10828.76482075,1281.6397444041475
756,6234.944536750001,1110.3998197206884
757,791.67274393,1566.295412544026
758,9244.92868501,2936.8382320554215
759,176.86338202000002,206.8442992578031
760,217.06245081000006,210.70435990054554
761,6593.636617349999,876.1810052040436
762,5287.39372634,1346.0267564838098
763,1805.9769999700002,832.8310734279412
764,3060.7905643900003,553.1818001364126
765,4480.36093979,887.2997057512589
766,12973.74181656,2630.5866278134868
767,21444.95570065,3282.490278747564
768,5758.511848370001,636.0735996764704
769,29.76931715,41.14202869160606
770,13210.4807956,2680.1928910316096
771,14705.26552464,2207.85753949866
772,3032.9890707500003,1022.962933211362
773,1337.4950707099997,715.86447161004
774,8664.75558113,1516.2791872113824
775,1838.17291355,2359.219490754999
776,169.75573361999994,202.68912237408875
777,5436.33330579,4477.545278935068
