id,name,lat,lon
1,Arpico,7.001274,79.949785
2,Arpico,6.5047953,79.9807531
3,Arpico,6.7136402,79.9879682
4,Arpico,7.2139038,80.5981976
5,Arpico,7.3071334,80.5977631
6,Arpico,7.2657726,80.5827266
7,Arpico,6.934452,79.9859136
8,Arpico,7.0757289,79.8914033
9,Arpico,6.878519,79.988336
10,Arpico,7.0377197,80.023596
11,Arpico,6.5191911,80.1158506
12,Arpico,6.72616,80.0336033
13,Arpico,6.83085,79.9351984
14,Arpico,7.2671348,79.8605794
15,Arpico,6.8216009,80.0475301
16,Arpico,6.7438683,80.1748672
17,Arpico,6.9057377,80.0893879
18,Arpico,6.2367382,80.0542831
19,Arpico,6.8476729,79.8853549
20,Arpico,7.0490411,79.8965317
21,Arpico,6.871851,79.889598
22,Arpico,7.4692275,80.0408104
23,Arpico,7.3436662,79.840959
24,Arpico,6.8282374,79.9120215
25,Arpico,6.970197,79.8716836999999
26,Arpico,6.9244991,79.9270901
27,Arpico,7.2194173,81.8496855
28,Arpico,6.8878446,79.9836108
29,Arpico,6.9864468,81.0597441
30,Arpico,6.8300137,80.9909588
31,Arpico,7.8863801,80.6506348
32,Arpico,6.0369815,80.2262932
33,Arpico,7.7556429,80.5672073
34,Arpico,8.0424319,80.9558594
35,Arpico,6.7096405,79.9203444
36,Arpico,6.9365181,79.9735245
37,Arpico,6.593871,79.9589977
38,Arpico,7.0493605,79.8962259
39,Arpico,6.9489948,79.8595119
40,Arpico,6.8428447,79.9617684
41,Arpico,7.4748362,80.3294563
42,Arpico,5.9492992,80.5528951
43,Arpico,7.4720944,80.6241775
44,Arpico,6.7791497,79.883008
45,Arpico,6.8908048,79.8796177
46,Arpico,7.0638518,80.5382824
47,Arpico,7.1504071,80.1002562
48,Arpico,6.9534358,80.7827497
49,Arpico,6.6679776,79.9284554
50,Arpico,6.9381263,79.8519588
51,Arpico,6.8750619,81.829809
52,Arpico,6.7088507,80.3823066
53,Arpico,6.7274759,81.1032629
54,Arpico,6.902386,79.917093
55,Arpico,6.8658914,79.8636139
56,Arpico,6.917601,79.8608340000001
57,Arpico,6.8526475,79.9177828
58,Arpico,7.091604,79.999829
59,Arpico,7.280711,80.620507
60,Arpico,7.2074,79.843026
61,Arpico,6.98884,79.892514
62,Arpico,6.97605,79.925252
63,Arpico,6.846773,79.866696
64,Arpico,6.840962,79.902609
65,Arpico,6.602332,79.955905
66,Arpico,6.799025,79.926154
67,Arpico,5.949179,80.5428460000001
68,Arpico,6.707393,79.907901
69,Arpico,6.8389086,79.9787521
70,Keells,7.0209227,79.973085
71,Keells,6.9506815,79.9072967
72,Keells,6.977087,79.92918399999999
73,Keells,6.982333499999999,79.9308697
74,Keells,7.0327388,79.98701899999999
75,Keells,6.976845399999999,79.9465556
76,Keells,6.987016199999999,79.9762567
77,Keells,7.075543499999999,80.0140299
78,Keells,6.952322,79.930236
79,Keells,6.9690593,79.9112091
80,Keells,6.8467788,79.88551249999999
81,Keells,6.9173059,79.8485946
82,Keells,6.8955642,79.8570216
83,Keells,6.7960803,79.8964526
84,Keells,6.9112975,79.8513553
85,Keells,6.889369899999999,79.8544885
86,Keells,6.770817399999999,79.88547160000002
87,Keells,6.831912000000001,79.867235
88,Keells,6.819342499999999,79.8742156
89,Keells,6.9270168,79.8454971
90,Keells,6.436392,79.99599719999999
91,Keells,6.2419366,80.04963959999999
92,Keells,6.4746706,79.98378629999999
93,Keells,6.3364803,80.8489147
94,Keells,6.0350864,80.2109019
95,Keells,6.0581301,80.2039264
96,Keells,6.0639536,80.2218015
97,Keells,5.9481777,80.53601929999999
98,Keells,5.9482826,80.54538
99,Keells,5.9470458,80.56324
100,Keells,6.023223199999999,80.7954147
101,Keells,7.159271299999999,80.56530699999999
102,Keells,7.2788309,80.6190105
103,Keells,7.273955999999999,80.6103173
104,Keells,7.2922048,80.6371612
105,Keells,7.312780199999999,80.63290289999999
106,Keells,7.254270799999999,80.3513401
107,Keells,7.4819209,80.3583444
108,Keells,7.4901148,80.35990009999999
109,Keells,7.463742699999999,80.6201481
110,Keells,7.4888568,80.62343109999999
111,Keells,7.251829099999999,80.4502187
112,Keells,6.994316,79.9143856
113,Keells,7.021042,79.93592890000001
114,Keells,7.0912814,79.99721989999999
115,Keells,7.0865149,79.897331
116,Keells,7.060587900000001,79.895232
117,Keells,7.012553,79.8973719
118,Keells,7.168319899999999,79.9487235
119,Keells,7.0270211,79.9175832
120,Keells,7.127068,80.07104489999999
121,Keells,6.987833699999999,79.891008
122,Keells,6.711557300000001,79.9856767
123,Keells,6.760439,79.89825379999999
124,Keells,6.5663325,79.967675
125,Keells,6.419094599999999,80.0024653
126,Keells,6.791937799999999,79.9417501
127,Keells,6.523070499999999,80.1083893
128,Keells,6.7260549,79.90615559999999
129,Keells,6.709551599999999,79.9218782
130,Keells,6.7009246,79.9125596
131,Keells,6.6683027,79.92842089999999
132,Keells,6.896607599999999,79.92252260000001
133,Keells,6.8330191,79.9073501
134,Keells,6.8748928,79.9342983
135,Keells,6.8705099,79.940767
136,Keells,6.8633421,79.888274
137,Keells,6.7972912,79.9292315
138,Keells,6.7984564,79.9150879
139,Keells,6.8834443,79.9094848
140,Keells,6.849039299999999,79.8962792
141,Keells,6.8762843,79.928957
142,Keells,6.920774199999999,79.8618683
143,Keells,6.849492199999999,79.87763500000001
144,Keells,6.879678999999999,79.8761449
145,Keells,6.886914,79.8643036
146,Keells,6.8631438,79.86680299999999
147,Keells,6.996585,79.8855209
148,Keells,6.8695941,79.88085939999999
149,Keells,6.948411699999999,79.86091329999999
150,Keells,6.9692016,79.87343729999999
151,Keells,6.8961186,79.8729523
152,Keells,7.5836533,79.7968722
153,Keells,7.0725098,79.89195149999999
154,Keells,7.2038242,79.86227690000001
155,Keells,7.262969200000001,79.85836619999999
156,Keells,7.4144151,79.83104759999999
157,Keells,7.2301438,79.84993030000001
158,Keells,7.206695499999999,79.84994499999999
159,Keells,7.1848503,79.8593171
160,Keells,8.028127399999999,79.837068
161,Keells,7.1221783,79.87867849999999
162,Keells,7.3452165,79.8401059
163,Keells,6.9494487,79.99164019999999
164,Keells,6.8393612,79.9873829
165,Keells,6.836408,79.96553960000001
166,Keells,6.8445251,79.9693161
167,Keells,6.8454835,79.9424803
168,Keells,6.9081661,79.965567
169,Keells,6.9088525,79.9379594
170,Keells,6.8657635,79.89521739999999
171,Keells,6.928275900000001,79.91012599999999
172,Keells,6.8520344,79.9208973
173,Keells,6.842743100000001,79.9208556
174,Keells,6.8424722,79.9265942
175,Keells,6.932448,79.9271313
176,Keells,6.9368671,79.90346219999999
177,Keells,6.8577777,79.9083235
178,Keells,6.8958967,79.9421715
179,Keells,6.892330599999999,79.96373439999999
180,Keells,6.892347099999999,79.9637279
181,Keells,6.9504692,80.20064359999999
182,Keells,6.8580491,80.2578474
183,Keells,6.879189999999999,79.9448068
184,Keells,6.7190242,80.0695618
185,Keells,6.6845368,80.39583669999999
186,Keells,6.8687653,79.9582671
187,Keells,6.91391,79.8811204
188,Keells,6.8687214,79.90928339999999
189,Keells,6.8888398,79.9027201
190,Keells,6.851611699999999,80.0258072
191,Keells,6.8966017,79.89123529999999
192,Keells,6.875602799999999,79.89425659999999
193,Keells,6.9104648,79.89504579999999
194,Keells,6.906900599999999,79.9023058
195,Keells,6.921714,79.85612429999999
196,Cargills,6.9201994,79.8558331
197,Cargills,7.2928776,80.63710569999999
198,Cargills,6.827608799999999,79.8691113
199,Cargills,6.8711259,79.861873
200,Cargills,6.8940731,79.8546195
201,Cargills,6.845314699999999,79.9265791
202,Cargills,6.8310001,80.9885619
203,Cargills,6.9760838,80.7657873
204,Cargills,6.875580599999999,79.88087139999999
205,Cargills,6.9356673,79.8447204
206,Cargills,6.9040005,79.9541196
207,Cargills,7.212946700000001,79.8441404
208,Cargills,6.8429268,79.92222699999999
209,Cargills,6.910106600000001,79.8942646
210,Cargills,6.8827114,79.9015364
211,Cargills,6.71968,79.90781
212,Cargills,7.4884909,80.36063779999999
213,Cargills,5.9430934,80.5543934
214,Cargills,6.984905299999999,79.8885119
215,Cargills,7.09257,79.99625
216,Cargills,7.0826207,79.8909343
217,Cargills,7.578680299999999,79.7939349
218,Cargills,6.796545,79.9395392
219,Cargills,6.8589452,79.8646893
220,Cargills,6.679112,80.4020704
221,Cargills,6.902800699999999,79.85263669999999
222,Cargills,6.8909812,79.86650449999999
223,Cargills,6.8880086,79.8875809
224,Cargills,5.944539799999999,80.5494458
225,Cargills,7.2811265,80.6204417
226,Cargills,6.935234800000001,79.8706164
227,Cargills,7.253825399999999,80.3505223
228,Cargills,6.4333398,79.9977941
229,Cargills,6.948773800000001,79.8592705
230,Cargills,6.23789,80.05430899999999
231,Cargills,6.8878131,79.8729997
232,Cargills,6.47464,79.98347
233,Cargills,7.314369200000001,80.63169859999999
234,Cargills,7.2285384,80.20040709999999
235,Cargills,6.9114533,79.86498999999999
236,Cargills,6.8499933,79.8731651
237,Cargills,7.474261800000001,80.6225225
238,Cargills,6.9684076,79.8841084
239,Cargills,6.8824961,79.8696014
240,Cargills,6.9669672,79.90673559999999
241,Cargills,6.950364,80.213745
242,Cargills,6.928622,79.87816749999999
243,Cargills,6.0333366,80.2154182
244,Cargills,6.8415,80.00504
245,Cargills,6.866771399999999,79.8838164
246,Cargills,6.9325774,79.89195230000001
247,Cargills,6.8372218,79.86729389999999
248,Cargills,6.3314602,80.8567344
249,Cargills,6.840717199999999,79.9670005
250,Cargills,8.3316441,80.4091035
251,Cargills,7.3451365,79.8405724
252,Cargills,6.971208099999999,79.8744583
253,Cargills,7.1433258,79.8737728
254,Cargills,6.8948227,79.8547493
255,Cargills,6.6478307,80.7002674
256,Cargills,6.936902900000001,79.9799608
257,Cargills,6.925762,79.86710579999999
258,Cargills,6.9881087,81.06028119999999
259,Cargills,7.2625438,79.85733259999999
260,Cargills,8.752324,80.4978186
261,Cargills,6.714014799999999,79.9077933
262,Cargills,7.265178199999999,80.5578872
263,Cargills,6.802014799999999,79.8882675
264,Cargills,6.839129,79.88468999999999
265,Cargills,7.878220799999998,80.65033439999999
266,Cargills,5.96473,80.69577
267,Cargills,7.369343199999999,80.61724559999999
268,Cargills,6.1283566,81.12586689999999
269,Cargills,7.166388899999999,79.9467343
270,Cargills,6.8646194,79.8972308
271,Cargills,6.982238,79.9311711
272,Cargills,6.892797499999999,80.5972816
273,Cargills,7.18675,79.90251
274,Cargills,6.561569899999999,79.96928570000001
275,Cargills,6.9035185,79.9567926
276,Cargills,6.8703878,79.8774943
277,Cargills,6.8448554,79.9316192
278,Cargills,6.8749604,79.9008622
279,Cargills,6.8747371,79.8962574
