samurdhi_id,pop_count,dist_mean
83,28794.89812314,4425.9426365298295
84,25254.223631479996,2870.795173652845
85,21958.75975513,2510.131859663196
86,26897.7280043,3095.768528372956
87,7426.66487759,1853.9860027957016
88,17298.66162541,1333.8727217509754
89,29893.04502755,1949.7060020528352
90,16257.65737542,2349.175499750286
91,16198.998376829999,2493.049593285699
92,11821.6433001,2071.6294733332084
93,4480.67579334,847.8896811868079
94,30244.244502139998,2999.3261383216395
95,5441.53823652,649.9005348570934
96,11631.82453066,702.9543537817767
97,18832.144756399997,18315.582619874353
98,30465.857646980003,3275.4691270274534
99,11926.87896451,3764.3609711363224
100,9103.52518397,5869.7277529611165
101,44859.29086751,5312.277633432567
102,21663.892124060003,6775.517750474007
103,15480.44777129,2216.2761092750497
104,8809.20253436,1372.598495759439
105,10414.850144199998,1366.138618644771
106,72902.75897385999,2673.079534721953
107,17396.951628590003,3886.0005709939583
108,41844.23921292,1966.6038433146837
109,13114.933750240001,3954.4468539897352
110,1752.1610314100003,653.3420362763517
111,27038.36366557,4194.037504744989
112,27253.22147065,4405.45118548542
113,11150.36717189,2787.7880465513163
114,19473.513353889997,2456.609583170046
115,20046.770211479998,2458.6472715193363
116,6381.77944802,1970.4275204417436
117,8644.071284690002,2819.5169828904845
118,23017.81755295,28860.54274369549
119,28390.52183911,2209.5482947514297
120,6351.00729976,1641.2795637435943
121,18133.26060843,2758.3617108697977
122,10150.692306780002,1182.209555048673
123,9928.350714240001,1962.733224918984
124,14111.91323878,2077.500757621923
125,8773.31796914,2390.8884296943056
126,23798.89109381,3523.292054519261
127,15653.45750284,2408.3698345089847
128,24015.13495656,3499.1273087811355
129,6770.02077644,1795.686834415451
130,21150.86815321,4036.126425534985
131,19101.53835694,2537.483612305756
132,3806.842232759999,1321.2250547212964
133,13362.8021383,1486.6603281216246
134,19810.755563669998,2998.2404628060644
135,12487.45555581,2096.8609050359964
136,23700.553719249998,3678.353495184597
137,16622.84482803,1379.3902294289
138,10848.690429939998,1974.923571501268
139,10008.849111109997,2131.241011598124
140,22186.31706784,4239.407641364739
141,4199.35701501,1385.7101362406247
142,50836.36946812,5141.357832086837
143,44522.29277819999,13555.855618259298
144,21077.287369280006,4036.9623815515315
145,13343.999814420002,4123.652034342786
146,16740.19224772,4699.202366848865
147,5428.053068480001,1953.8000878268301
148,9218.43127728,3338.137767114447
149,8500.863494240002,2680.902748069508
150,13112.62605228,4163.448212168337
151,10413.476269280003,3988.5496737553663
152,18418.945232000002,3775.690001421564
153,9712.873126460001,2649.1891669013917
154,15281.77107043,3546.8353489420047
155,33958.59798135,6161.542111988562
156,14064.72057778,6284.236875674618
157,32099.700451,2947.4253601698033
158,29076.87590481,3429.6710106268415
159,10164.867561309999,4632.182031822107
160,66179.86481671,6630.3049112206745
161,12510.589600430001,3379.31828874358
162,16337.74864413,2795.560135814697
163,9541.64570398,2084.123639245601
164,10575.864406910001,2153.396461060061
165,13905.49705648,2458.7269151679884
166,12145.73994248,2343.1650179608796
167,11983.279171949998,1621.4057684276997
168,15316.333744560001,2393.5304748209082
169,20846.04728259,2185.08131553029
170,5689.27101606,1345.6202236243867
171,2582.44711893,1081.3108393757025
172,10364.316525279999,2158.522723502364
173,11408.47809878,1344.0571075221133
174,15290.71955727,1420.8711720104066
175,22599.8734369,2180.5016506743423
176,19344.390208830002,3083.1256869372824
177,12594.87355783,1617.013526692014
178,11261.45557397,2338.6755650513383
179,22192.668898769996,1147.6925369168018
180,20757.3507211,1588.8930077169216
181,10958.8628015,964.5350783196644
182,18422.79528888,9055.861615700489
183,31827.993634489998,4373.092531470952
184,20444.103962920002,4431.605956643948
185,22609.85712991,1880.8575791041508
186,31064.49224239,1331.8316898911648
187,3641.7715282800004,862.6758931727333
188,9705.10740561,1445.1038577347347
189,15484.5051185,1828.3272468268515
190,13978.1026349,1597.748313585597
191,25865.17334688,1170.1879522679865
192,11617.10723634,1644.512053127101
193,8349.68715388,4868.868234712229
194,5069.817408930001,3404.528118669829
195,22262.442301709998,2019.7598835317958
196,10024.92042468,1714.5792066987758
197,5894.195194620001,1078.4644203946357
198,12783.4252223,1638.1558815338656
199,2140.9436237399996,307.51876214653896
200,31716.41146778,2795.1579376730656
201,2834.04004618,840.5677492323086
202,40333.32577686,2014.1860704952032
203,18887.488465560004,1692.0842029321127
204,58981.040315449995,2082.8279072923747
205,25173.506778199997,1583.0882449020862
206,31099.08131334,5337.464303984019
207,12373.631492559998,5296.730849799677
208,17936.71260713,958.1506193511547
209,27910.564762460002,1338.3521805649466
210,41107.994912149996,1168.3522029471171
211,20925.87678499,1287.0969876228176
212,21181.264702549997,4254.968383839429
213,7515.40743765,4839.390405000244
214,11149.275412420002,4645.019903314587
215,19753.45509568,1891.9193666335432
216,13386.621824329999,1305.3973918837294
217,28676.58759485,1218.9338316652356
218,7101.53076114,3722.6592386737484
219,7888.04361536,2735.092149876269
220,4617.50004003,2529.7669805071887
221,5363.298796859999,3334.674137773613
222,29673.59333528,2789.108383339538
223,63485.360959829995,2053.06113947861
224,8243.607584010002,803.3833843930568
225,8502.45776714,1626.0370877071266
226,24616.84184266,2153.2055304110045
227,24532.83630418,2084.1860547448814
228,25908.42687362,1597.850164213906
229,16603.037876410002,1558.065302103014
230,38546.93713525,4270.262996212971
231,13815.82752522,2553.2248218102295
232,10397.01377415,3314.1817674966223
233,14365.73119292,2304.035890396541
234,19557.49358445,2979.0685536258698
235,14329.054633189999,4982.177225887689
236,15531.507841490002,5934.957597624503
237,7549.4490557,2410.1539484450095
238,7644.078646059999,3594.948657251251
239,28790.67248157,3322.722868657716
240,6050.23853848,2047.7758558684307
241,5822.55309281,1673.40267562853
242,19281.37109629,2065.669057773347
243,3050.31391908,1460.1934273962033
244,4695.25590351,2580.0662166667744
245,9285.366202629999,1063.9284011325096
246,18175.88701385,3250.78521375552
247,23697.27958035,3429.436010297286
248,78145.28457249001,4546.692838864746
249,298455.43104078004,2236.689771072956
250,68381.77148537,1056.4839912214554
251,10407.090846889998,953.8912158869417
252,9848.75194409,1372.1194404534735
253,10304.077090870003,1099.4394979707838
254,13825.307930930001,1757.7439201864922
255,34029.859471100004,1662.4402858698982
256,14169.631336550001,1315.5397393806365
257,11365.806387060002,4156.917751358183
258,13672.29398855,5218.654571535896
259,16287.07764495,4880.091116280353
260,22854.099439420002,1342.6648856148631
261,26975.80916769,948.7479591811237
262,151389.36866231,1740.7082774678229
263,16995.178736589998,796.5599135829767
264,11410.63792505,1541.616198382768
265,7827.92918933,1821.9541918802595
266,9969.294238530001,2365.018696399422
267,11653.24552464,921.9628417812781
268,11391.49672023,1126.5521232158778
269,3631.6350356000007,646.1539856262151
270,23010.989983289997,2593.2539785900262
271,28490.178071230002,1167.798473797995
272,55083.187517340004,1893.0060816009418
273,56675.766646539996,1678.107053224556
274,38472.53057636,1869.80606080468
275,25098.11705349,1026.4055677407257
276,71622.66137141001,3019.92064708535
277,41350.537802909996,1107.9535190875863
278,10676.98285691,1227.9737383600745
279,27200.76210534,1716.2740092681563
280,14758.43286135,989.5533784607371
281,6577.587958509999,994.9416180053554
282,8790.4277579,669.4618582956479
283,17164.05993464,1470.4822444453757
284,3888.261423759999,1269.9232501924873
285,6068.54324562,1861.4963179867573
286,6128.438603189999,1374.6374627501011
287,19916.96906683,3051.081495434066
288,102038.36244868,2671.4937795626324
289,49528.34927531001,1992.557640990811
290,89902.19104934,2089.0308803919565
291,33897.20251274,2462.183896750305
292,28853.58529687,1929.4137135476703
293,3021.4860038099996,729.3112581842321
294,9794.3171005,1204.0937099496086
295,8522.53572647,1117.265142907637
296,24060.19696676,2748.973157128676
297,17522.042947629998,1307.052021690971
298,8519.68974547,1442.0761405314738
299,17817.63284228,1267.2869387196351
300,12014.67214342,3095.8462729096327
301,14547.98342945,3497.6233346435365
302,22813.69900837,4580.3966330973135
303,26020.02228262,2668.843747068178
304,54476.03912389,3581.716257457967
305,10766.91948154,1803.4507844187597
306,44847.45588809,3336.7742884456084
307,28428.49280405,2129.8508587933557
308,12630.77753332,1305.5855975469217
309,21883.1700497,1793.6597323668755
310,2062.4555024199994,668.039009010892
311,3017.5230095499996,689.890076544187
312,11478.80939619,1567.1526130053503
313,23151.59920837,2112.425379500971
314,7957.693772899999,976.040486454476
315,18697.79196444,1151.782069578501
316,20135.135010600003,1309.8171345568096
317,4713.741397899999,1211.7300982699103
318,23530.738437480002,841.6421604558208
319,7429.4667244699995,1369.3369232859468
320,14563.91282986,2728.2180403848342
321,6562.09699295,1422.2970560036083
322,6885.83361518,917.502723334377
323,7911.7045336,1391.5576333090644
324,9554.515745929999,1428.6914488989455
325,33500.872287829996,3641.8146438150497
326,27267.13198641,13412.565407014868
327,40134.46209852,5629.801688233244
328,77120.89378907,8383.097476963416
329,54189.190400570005,9217.069650641788
330,85753.10579582,1795.7973881403684
331,102857.42100221,1914.665551217024
332,41693.44585430001,1364.719493431396
333,1251.2341115699999,936.0989845536479
334,12626.26567479,6116.30457191691
335,24142.97554586,1103.6342351352266
336,28619.548147040005,1293.7491135267917
337,17723.817776969998,2577.2891247668763
338,19238.49462941,3101.027005360313
339,2145.0623342,1598.4213627742934
340,47088.51065589,1277.5069611663669
341,118173.75124963,1946.8097019755935
342,5276.44508675,1023.7001675542328
343,9314.33522945,925.8443612094097
344,3571.2724829999997,1402.3787954322922
345,2199.2717477000006,1098.4425682045721
346,17143.63842036,1987.4818170422598
347,25430.916449469998,700.0256532867494
348,64784.56701851,2208.2238966517384
349,26171.646169789998,748.7871792941243
350,43549.20337091,1908.874584918253
351,36960.1376088,783.8372503796854
352,125042.91115156001,1764.5794004701836
353,113227.59109671999,1983.2824999875588
354,7809.568294039999,857.639415577794
355,7311.571530300001,1132.6369846794923
356,66093.64403428999,1650.0905268680376
357,59202.725795189996,1484.56692256639
358,9061.893001290002,472.4409530663856
359,16307.276719720001,1260.8322729086485
360,18213.473700500002,4249.517498691423
361,23611.79063114,2113.5557814877334
362,16378.448871029997,2864.1395389366767
363,23790.15626236,956.3958244319406
364,76045.82370327,1819.2434826982112
365,42149.19431305,1394.2523706685754
366,28755.264027430003,1829.579740673405
367,7643.8896844500005,3254.51388376147
368,27202.48533451,5877.028124043558
369,29807.90652949,6098.752285380163
370,22697.108838289998,1123.579830496195
371,24783.95317136,2700.4310419495296
372,18078.20911821,842.0341291936314
373,15731.54478793,1037.9323617361615
374,41526.46542264,8155.928767811698
375,16234.02808199,733.3065000895263
376,21970.1841251,7993.030978207986
377,20005.74930588,12027.382202538565
378,2884.26774142,6129.813111867755
379,13248.784331589999,3495.007937579451
380,18215.22627865,3634.760875159594
381,18747.833693480003,2772.3527891386107
382,5324.58486256,1672.7039854187233
383,10686.34107157,4217.34497412615
384,21946.86273643,2214.218062560094
385,17828.66583255,2487.036393188502
386,17835.14145333,4243.521435184017
387,25971.30205822,3382.4976007634086
388,9599.18944509,1835.9832427204383
389,9858.75900153,2290.660568039774
390,21469.12793486,2951.203336531945
391,13567.661356429999,3566.3737343881794
392,28381.984148690004,2692.895098607699
393,11286.840704679998,2410.7672503136064
394,20230.21766023,1605.787078906064
395,23945.657636589996,3563.9342305657124
396,19464.606863029996,2732.6051252303164
397,8570.274327910001,1659.7456562721645
398,5243.00947327,1200.511485325147
399,15079.305381369999,2591.531225537003
400,14850.22808076,2128.4371301125457
401,12610.12831841,1399.799239279686
402,17444.025050199998,1950.4450881947305
403,14976.98905314,2899.38680328704
404,12899.13073798,2716.942508900893
405,10803.23961441,2375.3917024360007
406,12885.129493119997,2930.6263016903717
407,41059.42423906,5074.688106020805
408,21313.55690266,1955.0724744390739
409,20310.9585001,2580.659474246682
410,22934.87956415,2253.8117034622805
411,9546.249111260002,2002.5571149306375
412,11452.82730408,1743.555830026385
413,13954.44839601,3981.258167824486
414,37998.89372995,4867.094605489823
415,14730.2391136,4234.886117824645
416,18054.60220868,4645.194867137554
417,6399.5062929999995,1228.1250758995147
418,10331.910592049999,1700.8602238717942
419,12057.4895624,1849.9104295896402
420,5850.46576888,1787.0357435470667
421,16164.631741739999,1855.9579660480595
422,6145.37653741,1190.8255243772312
423,4229.749073140001,980.9022961256692
424,8397.021967519999,1955.576188382829
425,30509.071643360003,6074.607732775986
426,6799.6368176099995,2768.2025741906787
427,9418.2109077,4036.68587061621
428,12606.45055836,2932.6645907288184
429,13128.81584825,2460.2745556439304
430,13891.441369569999,2482.9217417450623
431,4973.37197742,1508.2094877710797
432,60481.443658610006,7178.37176074926
433,15437.266607990001,2163.6646556338837
434,21399.833942190002,2190.713258378019
435,14678.301670370001,2360.4770259097972
436,8791.241996859999,1713.585923633967
437,16304.19013809,3104.823236171744
438,19745.314079199998,4015.2759089880938
439,11802.871752260002,2874.5206658882976
440,15120.34919962,2200.945316723225
441,6369.91383258,1751.007797504211
442,4959.017652439999,2008.1641340244491
443,27021.27064679,1405.4685267555412
444,25306.137596729997,2278.9702817232455
445,16395.364171089997,1716.2339323634137
446,17926.260234200003,1550.8778796180302
447,27128.30560968,1329.4778197956762
448,18942.290300970002,1450.4205502672148
449,11815.96002631,953.9784825403092
450,11699.487627969998,2260.348423789729
451,41888.26511341,1362.404339260285
452,13970.038500219998,1723.284037022349
453,9268.47917074,1440.3898755923567
454,32840.70326857999,1305.4910502716077
455,20039.37227328,1459.0998961500284
456,5161.356301780001,1721.9705969764746
457,13611.81995686,2944.896083635568
458,6351.649633520001,639.8530842224066
459,27104.718355540004,1500.7090891658177
460,5341.76702923,524.8777566977847
461,7713.52834945,2172.9698703141858
462,42202.390756759996,2499.4093938390615
463,11067.0687645,1741.9695709181644
464,39158.04677683,4358.4151117350675
465,5841.54229792,3107.2659944912925
466,1312.1650102699996,2931.6072596041463
467,3439.97706593,4678.725771359331
468,24003.734399940004,1575.9632632172743
469,13330.34934699,1855.00317131254
470,6681.6896540299995,839.9469253332463
471,16089.396219089998,1501.1692697016238
472,28165.14687891,985.6523235501836
473,56977.47829288999,1859.9307136203215
474,28428.300215299998,1411.6117354537512
475,20123.04247721,4636.423976292291
476,8527.52146573,2502.100763027307
477,12125.32290462,2617.351450833313
478,47639.88500499,1686.8312983405315
479,8058.96337779,1391.354359567927
480,40683.45371911,2734.4557817789328
481,49204.70159743,1945.468012399876
482,33154.443821609995,1693.3376384164228
483,52001.212057640005,1744.8193242485995
484,19528.59446873,4139.189458075566
485,11662.3187467,2576.549617756741
486,10882.38399021,3145.118271014998
487,19217.77732293,3585.3496418403306
488,2035.31387993,746.4481198227505
489,9682.22790772,1643.2206563375787
490,5443.99097771,1541.2696246017117
491,17356.48485735,2457.3068168600494
492,23160.34032666,1937.3348104404934
493,27378.129775840003,2805.277245498846
494,52773.36728302,5154.431510319291
495,16860.51221512,2461.2369577619456
496,18086.80473634,1995.0502861092466
497,12161.52694135,2288.6207182471417
498,8045.92011699,1252.6535167464544
499,26667.612797529997,3937.1730657522126
500,13567.417007170001,1454.3461600669364
501,15157.44942772,1569.4560227354923
502,7977.903037610001,1409.8503178599517
503,18189.682713969996,1364.5665538558171
504,15789.68663388,2669.045350893815
505,23900.670624860002,1252.4050587755066
506,27208.90912042,10044.264865166559
507,24537.45908018,1866.0889971321665
508,13313.272015909999,1314.8933133264277
509,7453.9739417499995,1134.3910020006404
510,13419.44357174,2410.372844480161
511,7806.9245496700005,1709.7463924161714
512,12736.634105959998,1707.2214598139894
513,24818.26223851,2643.1228067467905
514,42998.710854239995,5027.446980344072
515,14635.528404340002,1849.163053943271
516,19456.638816040002,2134.984781405242
517,6070.26375044,845.8926462266473
518,40319.83523431,2493.4237738302495
519,11703.523478570001,1452.2092951702125
520,37668.19647828,2056.5354260789804
521,24585.069482749997,12033.645980073745
522,12600.13657803,1357.3019922817496
523,37244.86475446,2280.5200988166016
524,34118.1348325,2138.0959515819122
525,3345.0840927200006,794.4120244011359
526,15839.81132285,1338.5379993460006
527,37574.15512412,2055.5397213597466
528,40171.271005029994,2052.678261429567
529,46448.109113989995,2007.4530578617062
530,6624.210408110001,896.1993868466317
531,7124.442838020001,4962.184287480955
532,58826.242090190004,1606.4678663976124
533,50384.098886499996,1399.1210433317
534,80531.47051274,1964.8962840865406
535,5521.6528330599995,357.9900392057931
536,30525.81651572,1242.9146504896362
537,72673.83947836002,5209.6520548500785
538,84736.08476921,6462.288086338382
539,25001.50835119,1702.1268841469714
540,34442.10660421001,1415.5714224721996
541,40838.8180234,1813.4880250839863
542,24957.076620910004,1654.6439156868598
543,18283.557280760004,1128.6356997302287
544,18325.79391986,3410.961780272658
545,25907.293299229998,7277.334451485888
546,14873.12415205,1422.2746666850762
547,41764.60010498,1494.2141338674649
548,25277.266150789997,1414.9431893695757
549,28367.14764339,1305.9912640940422
550,20544.21957452,1366.0166926951938
551,23119.812465410003,1553.6359288723986
552,29176.13788108,1494.7017438409032
553,37741.282072960006,6075.699642685129
554,33097.50204689,6895.797192008249
555,37142.85732957,2034.0989071370273
556,17306.6895529,1077.9653626258732
557,21687.20290899,2249.6795724442345
558,25063.717032059998,1567.6675556370474
559,21757.05931631,2066.979839246673
560,22674.51059676,1531.1591940181017
561,8814.13154886,818.4648822204822
562,32951.359552270005,2284.3332541728983
563,7838.93099601,1400.9542848169338
564,8205.56025839,1094.6021914131616
565,11421.14805057,1450.878122497845
566,8694.0910881,1205.58124325602
567,22919.829201829998,2831.289750516562
568,3118.71406827,828.2725980927878
569,9822.859152059998,2206.1719779101777
570,25289.92404557,2833.910284874816
571,7476.546775329999,1317.2715410715239
572,49646.90596299,2999.76986767559
573,9392.29353531,1537.8801944064483
574,16946.43560432,1536.4776377611693
575,15260.13970244,1820.5634425920014
576,20273.92592458,1831.2813065578132
577,20379.761939089996,1770.2109533060052
578,32907.86875645,1871.4101291674567
579,29713.65964385,1061.6988828863907
580,34958.20487326,1500.156814838893
581,23021.569318510003,1956.98093796902
582,73988.19359945,1498.3720873682578
583,33923.76242391,2229.4529719157704
584,29727.7517605,1124.8672030536811
585,90505.61652436,9139.105568123972
586,12321.66863131,2025.2134843422173
587,17287.54216669,18385.84967012536
588,74793.33625587,1398.731724981099
589,39331.84405521,1137.9164819128405
590,35753.24094895,1079.127398935063
591,53602.02509016,2817.5650410044536
592,54332.50178455,14655.65215079238
593,3908.6371776000005,1826.0764522607446
594,42743.24470376,10483.763540334587
595,9379.86911018,3587.326499650329
596,29436.39307722,1779.7930445427726
597,96818.69117492001,3113.1677583272653
598,37289.0708543,1274.5507267741098
599,40786.15286992,1385.3117570759516
600,12536.723285709999,4524.1270043347895
601,99430.22639879,36283.8094191355
602,35999.47586031,7139.586877403402
603,22383.9961167,5318.67705781573
604,15395.06082662,3555.1004153709086
605,11918.062102300002,3876.943414171138
606,8757.416534959999,3398.5134804218396
607,14346.62344326,3064.10936444414
608,40417.794146600005,4090.8755429260914
609,16521.07045928,2975.4614541855817
610,42009.551967499996,5012.349659819917
611,19423.620360009998,4815.078031753489
612,7512.478637950002,1457.876776137719
613,2092.55282473,881.3463219437187
614,7728.97701622,3922.8849340103093
615,7647.48163823,2524.635570926596
616,21280.8434654,4160.151727445954
617,12156.25582807,2737.9779256934057
618,7402.96243656,3016.5573436101877
619,24789.82967018,4258.583178037387
620,10191.15436636,2096.7965771087056
621,8587.62818601,2027.4313412683734
622,15724.39459726,3314.6883528578323
623,9664.64979976,2583.4275366331053
624,5873.14057177,1637.532165852627
625,18160.04312993,3347.745946411842
626,22408.66021425,3132.356105486709
627,17403.02131805,2133.9549326309075
628,13677.58731477,2931.494045911925
629,12869.05295616,2581.3210775090142
630,9304.177175649998,1802.0971705109744
631,19196.59154738,1981.8870377290145
632,12474.0402505,2317.8035166165273
633,29243.47332111,3536.137965301783
634,9261.06569167,2468.479941379277
635,6978.5496226000005,1811.7234384284302
636,5415.30957537,1617.1934466707653
637,22115.10897242,2405.598559512059
638,26546.286081060003,2844.4609470885534
639,30571.77080433,4095.0040255751665
640,17140.334395410002,2423.779612887369
641,6298.15568644,2287.953954552886
642,15695.89158008,1885.341693136833
643,6174.939570320001,1890.8176216279016
644,8065.765927979998,1471.4136990920667
645,9541.35626525,1998.9897769384943
646,8160.967457820001,2213.5057157437022
647,10197.41952516,1719.3901363991465
648,12160.49862377,1834.5196769140791
649,13402.31278353,3000.942785006734
650,6274.066491650001,1289.9249376579364
651,10574.24724664,2073.3543494988103
652,23856.094853720002,2826.611502944114
653,8302.17961794,1243.1413504151635
654,5016.75306619,1444.0074765617878
655,6536.1690433799995,1998.1120598583427
656,11669.174684939999,2516.1421806516523
657,19291.8533197,2301.1286139444264
658,21304.10393335,3873.6404402678622
659,10503.1864284,1620.4362728297954
660,5941.23443522,1398.545323782173
661,17193.341783030002,2827.3272455280253
662,8039.28647094,2659.4056513164387
663,16623.49697459,3201.560413840237
664,30663.794256610003,3693.0763671684253
665,5547.95237913,1893.964347101971
666,17254.098551839998,3004.7456708817867
667,8455.57066356,2520.2817312126454
668,19053.57129043,2873.9238093631348
669,19531.335609140002,2587.9413009583636
670,39185.98917447,3607.9032382841033
671,49423.055296310005,3862.398753599626
672,23723.76693402,3335.042508257076
673,37288.186719959995,4248.567826365586
674,45401.4398005,4429.479187098743
675,54970.570354890006,3650.141073790188
676,68399.41604963,5279.21213653692
677,45680.33376058,2792.4784457628416
678,31633.214501259998,1823.9336905253763
679,24569.988429349996,1278.2598105810296
680,66495.76960284001,1655.8384077752553
681,27439.32466813,1434.3109877602321
682,10620.534631860002,517.3945183745387
683,21138.553569570002,1781.8528715854654
684,47179.74046207999,2040.779089632952
685,24643.36498705,1256.380725428366
686,91675.46349953001,1866.4708294489228
687,14617.62085254,1047.3638764370485
688,47635.31400949,2839.998459690485
689,36639.150824469994,2204.6947236090855
690,20104.02848785,3662.1743997823155
691,14398.73813003,2494.0213566446855
692,20876.250929409995,3695.574689373195
693,20384.3013242,3682.9470386874655
694,20056.06054388,4164.727688187147
695,22820.049341519996,3830.303282675016
696,8482.99319713,1857.1333789260389
697,6289.74689286,1203.1076032005
698,21024.2931816,2897.0130350494956
699,11091.966077160001,1527.1090005830258
700,16489.45081876,1669.9775524557933
701,15680.763714060002,3611.2586071532655
702,13469.89566927,2121.328795682276
703,10191.20086947,607.1272106558027
704,24174.02333365,1294.9490418620896
705,30890.28911358,1575.2974679927843
706,19814.88796996,1910.2561018788083
707,42013.875693669994,1711.3760763570826
708,35231.46612743,2173.4764323281224
709,33263.44497505,1640.9077803366768
710,21476.25252251,1131.6592698781835
711,31121.75704084,1874.75941967375
712,46066.75612552,2036.3879383705973
713,33294.13068038999,1541.2957036767866
714,33386.85500379,2230.2744755841104
715,29777.66743928,2405.871984857121
716,23819.761751719998,2613.0065236934793
717,12580.36778675,2174.220434261459
718,21039.74900884,1734.8152844959575
719,23622.597514559995,2345.375146519335
720,19057.5649931,1844.9511821984388
721,25405.077498439998,3226.08785584593
722,13897.31560271,3608.3902273489803
723,12049.14579807,2653.0276018451505
724,15294.899329930002,2131.8145974786285
725,20470.558071350002,3531.0861675684787
726,17706.41848032,4815.946839409911
727,17112.62837337,2314.489539466816
728,14303.39237208,2326.4417380159807
729,27298.589706500003,3856.54312498417
730,6869.91404417,1919.1423246646384
731,50430.38681568,23523.21626673324
732,21131.668547269997,5188.516279456693
733,54952.5916774,4469.941117510122
734,19230.87618081,3748.1513211699776
735,26621.0933733,3384.7373462548335
736,32581.251735190002,4773.112153701401
737,61031.42290122999,3923.1499517469306
738,12835.44613443,2207.4678972583015
739,28658.43891194,3067.05093860182
740,11999.214990429999,3272.480519481469
741,65682.11528502,3020.320248571622
742,12975.977004260001,4392.37630709596
743,7660.60893991,2069.975989165939
744,30599.24238709,3114.2032739280826
745,23272.31135679,5156.131340706835
746,21209.69334389,3857.706288029355
747,10339.77202479,1367.7973577363664
748,11291.811067489998,2833.459041298684
749,23043.699679750003,1216.8577338339624
750,11102.280099,4554.893240316453
751,8133.45144688,2113.4214811296656
752,15643.54254807,5222.374002497489
753,19401.81041023,6776.520165373938
754,47807.19211239,6236.947506699876
755,9357.05264533,2615.94898526754
756,16391.044196329996,2589.000856063396
757,30883.53863514,3005.085103375723
758,25494.60977163,3893.1502457750685
759,21755.239004799998,2607.793451346516
760,9557.175645430001,2748.809539249128
761,12624.76519484,3410.8032129560597
762,18228.03676145,5147.94256219174
763,42568.06707202,3281.1112135627973
764,21683.68426554,3481.6026584365236
765,18221.61544552,5862.351177916749
766,9627.493220330001,4236.264652821698
767,49523.75363236,9936.467072124344
768,8334.47488395,2887.157984819188
769,11794.084770329999,2829.439155007354
770,11412.45742414,2979.531935982941
771,6325.537549000001,1971.9032933155368
772,25581.73899725,3310.697613694849
773,24085.66142194,3878.4117253367695
774,5911.74232827,1606.7419789366525
775,22850.958465019998,5697.794073419464
776,10354.54345419,3234.2370413996723
777,14315.45002668,4181.770246916136
778,17767.974387010003,3651.507572153048
